name,float_min,float_max,source
AK-47 | Elite Build,0.0,1.0,csgo_api_github
Nova | Ranger,0.0,1.0,csgo_api_github
P90 | Elite Build,0.0,1.0,csgo_api_github
UMP-45 | Riot,0.0,0.7,csgo_api_github
USP-S | Torque,0.0,0.46,csgo_api_github
FAMAS | Neural Net,0.0,0.6,csgo_api_github
M4A4 | Evil Daimyo,0.0,0.52,csgo_api_github
MP9 | Ruby Poison Dart,0.0,0.5,csgo_api_github
Negev | Loudmouth,0.14,0.65,csgo_api_github
P2000 | Handgun,0.0,1.0,csgo_api_github
CZ75-Auto | Yellow Jacket,0.0,1.0,csgo_api_github
MP7 | Nemesis,0.0,0.32,csgo_api_github
SG 553 | Cyrex,0.0,1.0,csgo_api_github
AK-47 | Aquamarine Revenge,0.0,1.0,csgo_api_github
AWP | Hyper Beast,0.0,1.0,csgo_api_github
★ Falchion Knife,,,csgo_api_github
★ Falchion Knife | Blue Steel,0.0,1.0,csgo_api_github
★ Falchion Knife | Boreal Forest,0.06,0.8,csgo_api_github
★ Falchion Knife | Case Hardened,0.0,1.0,csgo_api_github
★ Falchion Knife | Crimson Web,0.06,0.8,csgo_api_github
★ Falchion Knife | Fade,0.0,0.08,csgo_api_github
★ Falchion Knife | Forest DDPAT,0.06,0.8,csgo_api_github
★ Falchion Knife | Night,0.06,0.8,csgo_api_github
★ Falchion Knife | Safari Mesh,0.06,0.8,csgo_api_github
★ Falchion Knife | Scorched,0.06,0.8,csgo_api_github
★ Falchion Knife | Slaughter,0.01,0.26,csgo_api_github
★ Falchion Knife | Stained,0.0,1.0,csgo_api_github
★ Falchion Knife | Urban Masked,0.06,0.8,csgo_api_github
Desert Eagle | Printstream,0.0,0.8,csgo_api_github
AK-47 | Legion of Anubis,0.0,0.7,csgo_api_github
XM1014 | Entombed,0.0,0.5,csgo_api_github
Glock-18 | Vogue,0.0,0.75,csgo_api_github
M4A4 | Tooth Fairy,0.0,0.73,csgo_api_github
MAG-7 | Monster Call,0.0,1.0,csgo_api_github
MAC-10 | Allure,0.0,1.0,csgo_api_github
MP5-SD | Kitbash,0.0,0.8,csgo_api_github
Galil AR | Connexion,0.0,0.8,csgo_api_github
Tec-9 | Brother,0.0,1.0,csgo_api_github
SSG 08 | Mainframe 001,0.0,1.0,csgo_api_github
P250 | Cassette,0.0,0.6,csgo_api_github
P2000 | Gnarled,0.0,1.0,csgo_api_github
P90 | Freight,0.0,1.0,csgo_api_github
SG 553 | Ol' Rusty,0.0,0.7,csgo_api_github
Negev | Ultralight,0.0,0.79,csgo_api_github
PP-Bizon | Runic,0.0,1.0,csgo_api_github
★ Nomad Knife,,,csgo_api_github
★ Nomad Knife | Blue Steel,0.0,1.0,csgo_api_github
★ Nomad Knife | Boreal Forest,0.06,0.8,csgo_api_github
★ Nomad Knife | Case Hardened,0.0,1.0,csgo_api_github
★ Nomad Knife | Crimson Web,0.06,0.8,csgo_api_github
★ Nomad Knife | Fade,0.0,0.08,csgo_api_github
★ Nomad Knife | Forest DDPAT,0.06,0.8,csgo_api_github
★ Nomad Knife | Night Stripe,0.06,0.8,csgo_api_github
★ Nomad Knife | Safari Mesh,0.06,0.8,csgo_api_github
★ Nomad Knife | Scorched,0.06,0.8,csgo_api_github
★ Nomad Knife | Slaughter,0.01,0.26,csgo_api_github
★ Nomad Knife | Stained,0.0,1.0,csgo_api_github
★ Nomad Knife | Urban Masked,0.06,0.8,csgo_api_github
★ Skeleton Knife,,,csgo_api_github
★ Skeleton Knife | Blue Steel,0.0,1.0,csgo_api_github
★ Skeleton Knife | Boreal Forest,0.06,0.8,csgo_api_github
★ Skeleton Knife | Case Hardened,0.0,1.0,csgo_api_github
★ Skeleton Knife | Crimson Web,0.06,0.8,csgo_api_github
★ Skeleton Knife | Fade,0.0,0.08,csgo_api_github
★ Skeleton Knife | Forest DDPAT,0.06,0.8,csgo_api_github
★ Skeleton Knife | Night Stripe,0.06,0.8,csgo_api_github
★ Skeleton Knife | Safari Mesh,0.06,0.8,csgo_api_github
★ Skeleton Knife | Scorched,0.06,0.8,csgo_api_github
★ Skeleton Knife | Slaughter,0.01,0.26,csgo_api_github
★ Skeleton Knife | Stained,0.0,1.0,csgo_api_github
★ Skeleton Knife | Urban Masked,0.06,0.8,csgo_api_github
★ Paracord Knife,,,csgo_api_github
★ Paracord Knife | Blue Steel,0.0,1.0,csgo_api_github
★ Paracord Knife | Boreal Forest,0.06,0.8,csgo_api_github
★ Paracord Knife | Case Hardened,0.0,1.0,csgo_api_github
★ Paracord Knife | Crimson Web,0.06,0.8,csgo_api_github
★ Paracord Knife | Fade,0.0,0.08,csgo_api_github
★ Paracord Knife | Forest DDPAT,0.06,0.8,csgo_api_github
★ Paracord Knife | Night Stripe,0.06,0.8,csgo_api_github
★ Paracord Knife | Safari Mesh,0.06,0.8,csgo_api_github
★ Paracord Knife | Scorched,0.06,0.8,csgo_api_github
★ Paracord Knife | Slaughter,0.01,0.26,csgo_api_github
★ Paracord Knife | Stained,0.0,1.0,csgo_api_github
★ Paracord Knife | Urban Masked,0.06,0.8,csgo_api_github
★ Survival Knife,,,csgo_api_github
★ Survival Knife | Blue Steel,0.0,1.0,csgo_api_github
★ Survival Knife | Boreal Forest,0.06,0.8,csgo_api_github
★ Survival Knife | Case Hardened,0.0,1.0,csgo_api_github
★ Survival Knife | Crimson Web,0.06,0.8,csgo_api_github
★ Survival Knife | Fade,0.0,0.08,csgo_api_github
★ Survival Knife | Forest DDPAT,0.06,0.8,csgo_api_github
★ Survival Knife | Night Stripe,0.06,0.8,csgo_api_github
★ Survival Knife | Safari Mesh,0.06,0.8,csgo_api_github
★ Survival Knife | Scorched,0.06,0.8,csgo_api_github
★ Survival Knife | Slaughter,0.01,0.26,csgo_api_github
★ Survival Knife | Stained,0.0,1.0,csgo_api_github
★ Survival Knife | Urban Masked,0.06,0.8,csgo_api_github
XM1014 | Slipstream,0.0,0.5,csgo_api_github
UMP-45 | Briefing,0.0,1.0,csgo_api_github
P90 | Grim,0.0,0.8,csgo_api_github
Negev | Dazzle,0.1,0.65,csgo_api_github
G3SG1 | Ventilator,0.0,0.45,csgo_api_github
Five-SeveN | Scumbria,0.0,1.0,csgo_api_github
CZ75-Auto | Imprint,0.0,1.0,csgo_api_github
SG 553 | Triarch,0.0,1.0,csgo_api_github
SCAR-20 | Powercore,0.0,1.0,csgo_api_github
MAG-7 | Petroglyph,0.0,0.44,csgo_api_github
Glock-18 | Weasel,0.0,1.0,csgo_api_github
Desert Eagle | Directive,0.06,1.0,csgo_api_github
Tec-9 | Fuel Injector,0.0,1.0,csgo_api_github
MP9 | Airlock,0.0,1.0,csgo_api_github
AUG | Syd Mead,0.0,0.8,csgo_api_github
AK-47 | Neon Revolution,0.0,0.8,csgo_api_github
FAMAS | Roll Cage,0.0,1.0,csgo_api_github
★ Bayonet | Gamma Doppler (Phase 1),0.06,0.8,default_estimate
★ Bayonet | Gamma Doppler (Phase 2),0.06,0.8,default_estimate
★ Bayonet | Gamma Doppler (Phase 3),0.06,0.8,default_estimate
★ Bayonet | Gamma Doppler (Phase 4),0.06,0.8,default_estimate
★ Bayonet | Gamma Doppler (Emerald),0.06,0.8,default_estimate
★ Bayonet | Freehand,0.0,0.48,csgo_api_github
★ Bayonet | Lore,0.0,0.65,csgo_api_github
★ Bayonet | Autotronic,0.0,0.85,csgo_api_github
★ Bayonet | Bright Water,0.0,0.5,csgo_api_github
★ Bayonet | Black Laminate,0.0,1.0,csgo_api_github
★ Flip Knife | Gamma Doppler (Phase 1),0.06,0.8,default_estimate
★ Flip Knife | Gamma Doppler (Phase 2),0.06,0.8,default_estimate
★ Flip Knife | Gamma Doppler (Phase 3),0.06,0.8,default_estimate
★ Flip Knife | Gamma Doppler (Phase 4),0.06,0.8,default_estimate
★ Flip Knife | Gamma Doppler (Emerald),0.06,0.8,default_estimate
★ Flip Knife | Freehand,0.0,0.48,csgo_api_github
★ Flip Knife | Lore,0.0,0.65,csgo_api_github
★ Flip Knife | Autotronic,0.0,0.85,csgo_api_github
★ Flip Knife | Bright Water,0.0,0.5,csgo_api_github
★ Flip Knife | Black Laminate,0.0,1.0,csgo_api_github
★ Gut Knife | Gamma Doppler (Phase 1),0.06,0.8,default_estimate
★ Gut Knife | Gamma Doppler (Phase 2),0.06,0.8,default_estimate
★ Gut Knife | Gamma Doppler (Phase 3),0.06,0.8,default_estimate
★ Gut Knife | Gamma Doppler (Phase 4),0.06,0.8,default_estimate
★ Gut Knife | Gamma Doppler (Emerald),0.06,0.8,default_estimate
★ Gut Knife | Freehand,0.0,0.48,csgo_api_github
★ Gut Knife | Lore,0.0,0.65,csgo_api_github
★ Gut Knife | Autotronic,0.0,0.85,csgo_api_github
★ Gut Knife | Bright Water,0.0,0.5,csgo_api_github
★ Gut Knife | Black Laminate,0.0,1.0,csgo_api_github
★ Karambit | Gamma Doppler (Phase 1),0.06,0.8,default_estimate
★ Karambit | Gamma Doppler (Phase 2),0.06,0.8,default_estimate
★ Karambit | Gamma Doppler (Phase 3),0.06,0.8,default_estimate
★ Karambit | Gamma Doppler (Phase 4),0.06,0.8,default_estimate
★ Karambit | Gamma Doppler (Emerald),0.06,0.8,default_estimate
★ Karambit | Freehand,0.0,0.48,csgo_api_github
★ Karambit | Lore,0.0,0.65,csgo_api_github
★ Karambit | Autotronic,0.0,0.85,csgo_api_github
★ Karambit | Bright Water,0.0,0.5,csgo_api_github
★ Karambit | Black Laminate,0.0,1.0,csgo_api_github
★ M9 Bayonet | Gamma Doppler (Phase 1),0.06,0.8,default_estimate
★ M9 Bayonet | Gamma Doppler (Phase 2),0.06,0.8,default_estimate
★ M9 Bayonet | Gamma Doppler (Phase 3),0.06,0.8,default_estimate
★ M9 Bayonet | Gamma Doppler (Phase 4),0.06,0.8,default_estimate
★ M9 Bayonet | Gamma Doppler (Emerald),0.06,0.8,default_estimate
★ M9 Bayonet | Freehand,0.0,0.48,csgo_api_github
★ M9 Bayonet | Lore,0.0,0.65,csgo_api_github
★ M9 Bayonet | Autotronic,0.0,0.85,csgo_api_github
★ M9 Bayonet | Bright Water,0.0,0.5,csgo_api_github
★ M9 Bayonet | Black Laminate,0.0,1.0,csgo_api_github
Five-SeveN | Violent Daimyo,0.0,0.7,csgo_api_github
MAC-10 | Carnivore,0.0,1.0,csgo_api_github
Nova | Exo,0.0,0.5,csgo_api_github
P250 | Iron Clad,0.05,0.8,csgo_api_github
PP-Bizon | Harvester,0.0,1.0,csgo_api_github
SG 553 | Aerial,0.0,0.6,csgo_api_github
Tec-9 | Ice Cap,0.0,0.5,csgo_api_github
AUG | Aristocrat,0.0,0.66,csgo_api_github
AWP | Phobos,0.0,0.4,csgo_api_github
P90 | Chopper,0.0,0.6,csgo_api_github
R8 Revolver | Reboot,0.0,1.0,csgo_api_github
Sawed-Off | Limelight,0.0,1.0,csgo_api_github
M4A4 | Desolate Space,0.0,1.0,csgo_api_github
P2000 | Imperial Dragon,0.0,0.63,csgo_api_github
SCAR-20 | Bloodsport,0.0,0.45,csgo_api_github
Glock-18 | Wasteland Rebel,0.0,0.54,csgo_api_github
M4A1-S | Mecha Industries,0.0,0.8,csgo_api_github
P2000 | Turf,0.0,1.0,csgo_api_github
MAG-7 | Sonar,0.0,0.45,csgo_api_github
MP9 | Sand Scale,0.0,0.45,csgo_api_github
Galil AR | Black Sand,0.0,1.0,csgo_api_github
MP7 | Cirrus,0.0,0.75,csgo_api_github
Glock-18 | Ironwork,0.0,1.0,csgo_api_github
CZ75-Auto | Polymer,0.0,0.5,csgo_api_github
USP-S | Cyrex,0.0,0.55,csgo_api_github
Nova | Gila,0.0,0.3,csgo_api_github
M4A1-S | Flashback,0.0,1.0,csgo_api_github
G3SG1 | Stinger,0.0,0.7,csgo_api_github
Dual Berettas | Royal Consorts,0.0,1.0,csgo_api_github
Sawed-Off | Wasteland Princess,0.0,0.7,csgo_api_github
P90 | Shallow Grave,0.0,0.75,csgo_api_github
FAMAS | Mecha Industries,0.0,0.5,csgo_api_github
M4A4 | Buzz Kill,0.0,0.7,csgo_api_github
SSG 08 | Dragonfire,0.0,0.5,csgo_api_github
★ Bloodhound Gloves | Snakebite,0.06,0.8,csgo_api_github
★ Bloodhound Gloves | Bronzed,0.06,0.8,csgo_api_github
★ Bloodhound Gloves | Guerrilla,0.06,0.8,csgo_api_github
★ Bloodhound Gloves | Charred,0.06,0.8,csgo_api_github
★ Driver Gloves | Crimson Weave,0.06,0.8,csgo_api_github
★ Driver Gloves | Lunar Weave,0.06,0.8,csgo_api_github
★ Driver Gloves | Diamondback,0.06,0.8,csgo_api_github
★ Driver Gloves | Convoy,0.06,0.8,csgo_api_github
★ Hand Wraps | Slaughter,0.06,0.8,csgo_api_github
★ Hand Wraps | Badlands,0.06,0.8,csgo_api_github
★ Hand Wraps | Spruce DDPAT,0.06,0.8,csgo_api_github
★ Hand Wraps | Leather,0.06,0.8,csgo_api_github
★ Moto Gloves | Spearmint,0.06,0.8,csgo_api_github
★ Moto Gloves | Cool Mint,0.06,0.8,csgo_api_github
★ Moto Gloves | Boom!,0.06,0.8,csgo_api_github
★ Moto Gloves | Eclipse,0.06,0.8,csgo_api_github
★ Specialist Gloves | Crimson Kimono,0.06,0.8,csgo_api_github
★ Specialist Gloves | Emerald Web,0.06,0.8,csgo_api_github
★ Specialist Gloves | Foundation,0.06,0.8,csgo_api_github
★ Specialist Gloves | Forest DDPAT,0.06,0.8,csgo_api_github
★ Sport Gloves | Superconductor,0.06,0.8,csgo_api_github
★ Sport Gloves | Hedge Maze,0.06,0.8,csgo_api_github
★ Sport Gloves | Pandora's Box,0.06,0.8,csgo_api_github
★ Sport Gloves | Arid,0.06,0.8,csgo_api_github
AUG | Amber Slipstream,0.0,0.55,csgo_api_github
Dual Berettas | Shred,0.0,0.5,csgo_api_github
Glock-18 | Warhawk,0.0,1.0,csgo_api_github
MP9 | Capillary,0.0,0.7,csgo_api_github
P90 | Traction,0.0,1.0,csgo_api_github
R8 Revolver | Survivalist,0.0,0.7,csgo_api_github
Tec-9 | Snek-9,0.0,1.0,csgo_api_github
CZ75-Auto | Eco,0.0,1.0,csgo_api_github
G3SG1 | High Seas,0.0,0.7,csgo_api_github
Nova | Toy Soldier,0.0,1.0,csgo_api_github
AWP | PAW,0.0,0.5,csgo_api_github
MP7 | Powercore,0.0,0.8,csgo_api_github
M4A1-S | Nightmare,0.0,1.0,csgo_api_github
Sawed-Off | Devourer,0.0,0.8,csgo_api_github
FAMAS | Eye of Athena,0.0,0.7,csgo_api_github
AK-47 | Neon Rider,0.0,0.8,csgo_api_github
Desert Eagle | Code Red,0.0,1.0,csgo_api_github
Tec-9 | Isaac,0.0,1.0,csgo_api_github
SSG 08 | Slashed,0.15,0.8,csgo_api_github
Galil AR | Kami,0.0,0.6,csgo_api_github
CZ75-Auto | Twist *,0.0,1.0,manual_precise
P90 | Module *,0.0,0.35,manual_precise
P2000 | Pulse *,0.0,0.6,manual_precise
AUG | Torque,0.0,0.5,csgo_api_github
PP-Bizon | Antique,0.0,0.5,csgo_api_github
XM1014 | Heaven Guard,0.03,0.5,csgo_api_github
MAC-10 | Tatter *,0.0,0.5,manual_precise
M4A1-S | Atomic Alloy,0.0,0.9,csgo_api_github
SCAR-20 | Cyrex,0.0,0.5,csgo_api_github
USP-S | Caiman *,0.0,0.4,manual_precise
AK-47 | Vulcan,0.0,0.9,csgo_api_github
M4A4 | Desert-Strike *,0.0,0.7,manual_precise
★ Huntsman Knife,,,csgo_api_github
★ Huntsman Knife | Blue Steel,0.0,1.0,csgo_api_github
★ Huntsman Knife | Boreal Forest,0.06,0.8,csgo_api_github
★ Huntsman Knife | Case Hardened,0.0,1.0,csgo_api_github
★ Huntsman Knife | Crimson Web,0.06,0.8,csgo_api_github
★ Huntsman Knife | Fade,0.0,0.08,csgo_api_github
★ Huntsman Knife | Forest DDPAT,0.06,0.8,csgo_api_github
★ Huntsman Knife | Night,0.06,0.8,csgo_api_github
★ Huntsman Knife | Safari Mesh,0.06,0.8,csgo_api_github
★ Huntsman Knife | Scorched,0.06,0.8,csgo_api_github
★ Huntsman Knife | Slaughter,0.01,0.26,csgo_api_github
★ Huntsman Knife | Stained,0.0,1.0,csgo_api_github
★ Huntsman Knife | Urban Masked,0.06,0.8,csgo_api_github
Dual Berettas | Retribution (Contribution by Sic.),0.0,0.45,manual_precise
P90 | Desert Warfare,0.0,0.5,csgo_api_github
CZ75-Auto | Poison Dart (Contribution by Sic.),0.0,0.7,manual_precise
MAC-10 | Curse (Contribution by Sic.),0.0,0.5,manual_precise
USP-S | Orion (Contribution by Sic.),0.0,0.5,manual_precise
M4A4 | Howl (Stolen version uploaded by Auzii & Sic.),0.0,0.4,manual_precise
Nova | Tempest,0.06,0.22,csgo_api_github
Dual Berettas | Black Limba,0.06,0.8,csgo_api_github
UMP-45 | Bone Pile,0.06,0.34,csgo_api_github
SG 553 | Wave Spray,0.06,0.8,csgo_api_github
Galil AR | Shattered,0.06,0.8,csgo_api_github
G3SG1 | Demeter,0.06,0.8,csgo_api_github
M4A1-S | Bright Water,0.1,0.22,csgo_api_github
M4A4 | Zirka,0.06,0.42,csgo_api_github
MAC-10 | Graven,0.06,0.8,csgo_api_github
USP-S | Overgrowth,0.06,0.8,csgo_api_github
P90 | Emerald Dragon,0.06,0.52,csgo_api_github
P2000 | Ocean Foam,0.0,0.12,csgo_api_github
AWP | Graphite,0.0,0.12,csgo_api_github
Desert Eagle | Golden Koi,0.0,0.12,csgo_api_github
AK-47 | Fire Serpent,0.06,0.76,csgo_api_github
MP7 | Urban Hazard,0.0,0.5,csgo_api_github
Negev | Desert-Strike,0.0,0.5,csgo_api_github
P2000 | Ivory,0.0,1.0,csgo_api_github
SSG 08 | Abyss,0.0,1.0,csgo_api_github
UMP-45 | Labyrinth,0.0,0.4,csgo_api_github
PP-Bizon | Osiris,0.0,0.5,csgo_api_github
CZ75-Auto | Tigris,0.0,1.0,csgo_api_github
Nova | Koi,0.0,0.3,csgo_api_github
P250 | Supernova,0.0,0.4,csgo_api_github
Desert Eagle | Conspiracy,0.0,0.3,csgo_api_github
Five-SeveN | Fowl Play,0.0,1.0,csgo_api_github
Glock-18 | Water Elemental,0.0,0.7,csgo_api_github
P90 | Asiimov,0.0,0.92,csgo_api_github
M4A1-S | Cyrex,0.0,0.5,csgo_api_github
★ Butterfly Knife,,,csgo_api_github
★ Butterfly Knife | Blue Steel,0.0,1.0,csgo_api_github
★ Butterfly Knife | Boreal Forest,0.06,0.8,csgo_api_github
★ Butterfly Knife | Case Hardened,0.0,1.0,csgo_api_github
★ Butterfly Knife | Crimson Web,0.06,0.8,csgo_api_github
★ Butterfly Knife | Fade,0.0,0.08,csgo_api_github
★ Butterfly Knife | Forest DDPAT,0.06,0.8,csgo_api_github
★ Butterfly Knife | Night,0.06,0.8,csgo_api_github
★ Butterfly Knife | Safari Mesh,0.06,0.8,csgo_api_github
★ Butterfly Knife | Scorched,0.06,0.8,csgo_api_github
★ Butterfly Knife | Slaughter,0.01,0.26,csgo_api_github
★ Butterfly Knife | Stained,0.0,1.0,csgo_api_github
★ Butterfly Knife | Urban Masked,0.06,0.8,csgo_api_github
M4A1-S | Printstream,0.0,0.8,csgo_api_github
Glock-18 | Neo-Noir,0.0,1.0,csgo_api_github
M4A4 | Cyber Security,0.0,0.98,csgo_api_github
USP-S | Monster Mashup,0.0,0.7,csgo_api_github
Five-SeveN | Fairy Tale,0.02,0.9,csgo_api_github
AWP | Exoskeleton,0.0,1.0,csgo_api_github
UMP-45 | Gold Bismuth,0.0,0.7,csgo_api_github
Dual Berettas | Dezastre,0.0,1.0,csgo_api_github
SSG 08 | Parallax,0.0,1.0,csgo_api_github
Nova | Clear Polymer,0.0,1.0,csgo_api_github
MP5-SD | Condition Zero,0.0,1.0,csgo_api_github
M249 | Deep Relief,0.0,1.0,csgo_api_github
P250 | Contaminant,0.0,0.7,csgo_api_github
Galil AR | Vandal,0.0,1.0,csgo_api_github
G3SG1 | Digital Mesh,0.0,0.8,csgo_api_github
P90 | Cocoa Rampage,0.0,0.6,csgo_api_github
CZ75-Auto | Vendetta,0.0,1.0,csgo_api_github
★ Broken Fang Gloves | Jade,0.06,0.8,csgo_api_github
★ Broken Fang Gloves | Yellow Banded,0.06,0.8,default_estimate
★ Broken Fang Gloves | Needle Point,0.06,0.8,csgo_api_github
★ Broken Fang Gloves | Unhinged,0.06,0.8,csgo_api_github
★ Driver Gloves | Snow Leopard,0.06,0.8,csgo_api_github
★ Driver Gloves | Black Tie,0.06,0.8,csgo_api_github
★ Driver Gloves | Rezan the Red,0.06,0.8,csgo_api_github
★ Driver Gloves | Queen Jaguar,0.06,0.8,csgo_api_github
★ Hand Wraps | CAUTION!,0.06,0.8,csgo_api_github
★ Hand Wraps | Constrictor,0.06,0.8,csgo_api_github
★ Hand Wraps | Giraffe,0.06,0.8,csgo_api_github
★ Hand Wraps | Desert Shamagh,0.06,0.8,csgo_api_github
★ Moto Gloves | Smoke Out,0.06,0.8,csgo_api_github
★ Moto Gloves | Blood Pressure,0.06,0.8,csgo_api_github
★ Moto Gloves | Finish Line,0.06,0.8,csgo_api_github
★ Moto Gloves | 3rd Commando Company,0.06,0.8,csgo_api_github
★ Specialist Gloves | Marble Fade,0.06,0.8,csgo_api_github
★ Specialist Gloves | Field Agent,0.06,0.8,csgo_api_github
★ Specialist Gloves | Tiger Strike,0.06,0.8,csgo_api_github
★ Specialist Gloves | Lt. Commander,0.06,0.8,csgo_api_github
★ Sport Gloves | Slingshot,0.06,0.8,csgo_api_github
★ Sport Gloves | Nocts,0.06,0.8,csgo_api_github
★ Sport Gloves | Scarlet Shamagh,0.06,0.8,csgo_api_github
★ Sport Gloves | Big Game,0.06,0.8,csgo_api_github
USP-S | Blueprint,0.0,0.86,csgo_api_github
FAMAS | Macabre,0.0,0.6,csgo_api_github
M4A1-S | Briefing,0.0,0.8,csgo_api_github
MAC-10 | Aloha,0.0,0.65,csgo_api_github
MAG-7 | Hard Water,0.0,0.45,csgo_api_github
Tec-9 | Cut Out,0.0,1.0,csgo_api_github
UMP-45 | Metal Flowers,0.0,0.7,csgo_api_github
AK-47 | Orbit Mk01,0.0,0.55,csgo_api_github
P2000 | Woodsman,0.0,0.8,csgo_api_github
P250 | Red Rock,0.0,1.0,csgo_api_github
P90 | Death Grip,0.0,1.0,csgo_api_github
SSG 08 | Death's Head,0.0,0.51,csgo_api_github
Dual Berettas | Cobra Strike,0.0,0.6,csgo_api_github
Galil AR | Sugar Rush,0.0,0.55,csgo_api_github
M4A4 | Hellfire,0.0,0.5,csgo_api_github
Five-SeveN | Hyper Beast,0.0,1.0,csgo_api_github
AWP | Oni Taiji,0.0,0.5,csgo_api_github
UMP-45 | Corporal,0.05,0.75,csgo_api_github
Negev | Terrain,0.0,0.45,csgo_api_github
Tec-9 | Sandstorm,0.1,0.7,csgo_api_github
MAG-7 | Heaven Guard,0.0,0.4,csgo_api_github
MAC-10 | Heat,0.0,1.0,csgo_api_github
SG 553 | Pulse,0.1,0.6,csgo_api_github
FAMAS | Sergeant,0.1,1.0,csgo_api_github
USP-S | Guardian,0.0,0.38,csgo_api_github
AK-47 | Redline,0.1,0.7,csgo_api_github
P90 | Trigon,0.08,0.75,csgo_api_github
Nova | Antique,0.0,0.3,csgo_api_github
AWP | Asiimov,0.18,1.0,csgo_api_github
AUG | Chameleon,0.0,0.5,csgo_api_github
AUG | Plague,0.0,0.76,csgo_api_github
Dual Berettas | Tread,0.0,1.0,csgo_api_github
G3SG1 | Keeping Tabs,0.0,0.7,csgo_api_github
MP7 | Guerrilla,0.0,1.0,csgo_api_github
PP-Bizon | Lumen,0.0,0.77,csgo_api_github
USP-S | Black Lotus,0.0,0.9,csgo_api_github
XM1014 | Watchdog,0.0,1.0,csgo_api_github
MAG-7 | BI83 Spectrum,0.0,0.6,csgo_api_github
FAMAS | ZX Spectron,0.0,1.0,csgo_api_github
Five-SeveN | Boost Protocol,0.0,0.41,csgo_api_github
MP9 | Mount Fuji,0.0,0.55,csgo_api_github
M4A4 | Spider Lily,0.0,1.0,csgo_api_github
MAC-10 | Toybox,0.0,1.0,csgo_api_github
Glock-18 | Snack Attack,0.0,1.0,csgo_api_github
SSG 08 | Turbo Peek,0.0,0.6,csgo_api_github
AK-47 | Leet Museo,0.0,0.65,csgo_api_github
Desert Eagle | Ocean Drive,0.0,1.0,csgo_api_github
G3SG1 | Murky,0.0,0.25,csgo_api_github
MAG-7 | Firestarter,0.06,0.49,csgo_api_github
MP9 | Dart,0.0,0.46,csgo_api_github
Five-SeveN | Urban Hazard,0.0,0.25,csgo_api_github
UMP-45 | Delusion,0.06,0.35,csgo_api_github
Glock-18 | Grinder,0.02,0.25,csgo_api_github
M4A1-S | Basilisk,0.0,0.68,csgo_api_github
M4A4 | Griffin,0.0,0.8,csgo_api_github
Sawed-Off | Highwayman,0.0,1.0,csgo_api_github
P250 | Cartel,0.0,0.75,csgo_api_github
SCAR-20 | Cardiac,0.0,1.0,csgo_api_github
XM1014 | Tranquility,0.0,0.5,csgo_api_github
AK-47 | Wasteland Rebel,0.05,0.7,csgo_api_github
P2000 | Fire Elemental,0.0,0.6,csgo_api_github
PP-Bizon | Photic Zone,0.0,1.0,csgo_api_github
Dual Berettas | Cartel,0.0,1.0,csgo_api_github
MAC-10 | Lapis Gator,0.0,0.5,csgo_api_github
SSG 08 | Necropos,0.0,1.0,csgo_api_github
Tec-9 | Jambiya,0.0,1.0,csgo_api_github
USP-S | Lead Conduit,0.0,1.0,csgo_api_github
FAMAS | Valence,0.0,0.8,csgo_api_github
Five-seveN | Triumvirate,0.0,0.61,csgo_api_github
Glock-18 | Royal Legion,0.0,1.0,csgo_api_github
MAG-7 | Praetorian,0.0,0.45,csgo_api_github
MP7 | Impire,0.0,0.4,csgo_api_github
AWP | Elite Build,0.0,1.0,csgo_api_github
Desert Eagle | Kumicho Dragon,0.0,0.76,csgo_api_github
Nova | Hyper Beast,0.0,0.6,csgo_api_github
M4A4 | The Battlestar,0.0,0.64,csgo_api_github
AK-47 | Fuel Injector,0.0,1.0,csgo_api_github
★ Bowie Knife,,,csgo_api_github
★ Bowie Knife | Blue Steel,0.0,1.0,csgo_api_github
★ Bowie Knife | Boreal Forest,0.06,0.8,csgo_api_github
★ Bowie Knife | Case Hardened,0.0,1.0,csgo_api_github
★ Bowie Knife | Crimson Web,0.06,0.8,csgo_api_github
★ Bowie Knife | Fade,0.0,0.08,csgo_api_github
★ Bowie Knife | Forest DDPAT,0.06,0.8,csgo_api_github
★ Bowie Knife | Night,0.06,0.8,csgo_api_github
★ Bowie Knife | Safari Mesh,0.06,0.8,csgo_api_github
★ Bowie Knife | Scorched,0.06,0.8,csgo_api_github
★ Bowie Knife | Slaughter,0.01,0.26,csgo_api_github
★ Bowie Knife | Stained,0.0,1.0,csgo_api_github
★ Bowie Knife | Urban Masked,0.06,0.8,csgo_api_github
R8 Revolver | Bone Forged,0.0,0.6,csgo_api_github
Negev | Prototype,0.0,0.7,csgo_api_github
CZ75-Auto | Distressed,0.0,1.0,csgo_api_github
AUG | Tom Cat,0.0,0.8,csgo_api_github
MP5-SD | Desert Strike,0.0,1.0,csgo_api_github
Desert Eagle | Blue Ply,0.0,1.0,csgo_api_github
AWP | Capillary,0.05,0.7,csgo_api_github
Sawed-Off | Apocalypto,0.0,1.0,csgo_api_github
P2000 | Acid Etched,0.0,1.0,csgo_api_github
SCAR-20 | Enforcer,0.0,1.0,csgo_api_github
SG 553 | Darkwing,0.0,1.0,csgo_api_github
SSG 08 | Fever Dream,0.0,0.72,csgo_api_github
MAC-10 | Disco Tech,0.0,1.0,csgo_api_github
MAG-7 | Justice,0.0,1.0,csgo_api_github
