item_name_en,weapon,finish,rarity_en,case_name_en,marketHashName_used,platform,price,source,status
★ Gut Knife | Urban Masked,★ Gut Knife,Urban Masked,Restricted,CSGO Weapon Case 3,★ Gut Knife | Urban Masked (Factory New),steam,1056.56,single,200
★ Karambit,,,Restricted,CSGO Weapon Case 3,,steam,,current,
★ Karambit | Blue Steel,★ Karambit,Blue Steel,Restricted,CSGO Weapon Case 3,★ Karambit | Blue Steel (Minimal Wear),steam,9538.5,single,200
★ Karambit | Boreal Forest,★ Karambit,Boreal Forest,Restricted,CSGO Weapon Case 3,★ Karambit | Boreal Forest (Factory New),steam,7119.48,single,200
★ Karambit | Case Hardened,★ Karambit,Case Hardened,Restricted,CSGO Weapon Case 3,★ Karambit | Case Hardened (Factory New),BUFF,14300.0,single,200
★ Karambit | Crimson Web,★ Karambit,Crimson Web,Restricted,CSGO Weapon Case 3,★ Karambit | Crimson Web (Factory New),YOUPIN,48888.0,single,200
★ Karambit | Fade,★ Karambit,Fade,Restricted,CSGO Weapon Case 3,★ Karambit | Fade (Minimal Wear),BUFF,18000.0,single,200
★ Karambit | Forest DDPAT,★ Karambit,Forest DDPAT,Restricted,CSGO Weapon Case 3,★ Karambit | Forest DDPAT (Minimal Wear),steam,5803.17,single,200
★ Karambit | Night,★ Karambit,Night,Restricted,CSGO Weapon Case 3,★ Karambit | Night (Minimal Wear),steam,8544.24,single,200
★ Karambit | Safari Mesh,★ Karambit,Safari Mesh,Restricted,CSGO Weapon Case 3,★ Karambit | Safari Mesh (Minimal Wear),steam,4828.56,single,200
★ Karambit | Scorched,★ Karambit,Scorched,Restricted,CSGO Weapon Case 3,★ Karambit | Scorched,steam,,current,-1
★ Karambit | Slaughter,★ Karambit,Slaughter,Restricted,CSGO Weapon Case 3,★ Karambit | Slaughter,steam,,current,-1
★ Karambit | Stained,★ Karambit,Stained,Restricted,CSGO Weapon Case 3,★ Karambit | Stained,steam,,current,-1
★ Karambit | Urban Masked,★ Karambit,Urban Masked,Restricted,CSGO Weapon Case 3,★ Karambit | Urban Masked,steam,,current,-1
★ M9 Bayonet,,,Restricted,CSGO Weapon Case 3,,steam,,current,
★ M9 Bayonet | Blue Steel,★ M9 Bayonet,Blue Steel,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Blue Steel,steam,,current,-1
★ M9 Bayonet | Boreal Forest,★ M9 Bayonet,Boreal Forest,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Boreal Forest,steam,,current,-1
★ M9 Bayonet | Case Hardened,★ M9 Bayonet,Case Hardened,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Case Hardened,steam,,current,-1
★ M9 Bayonet | Crimson Web,★ M9 Bayonet,Crimson Web,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Crimson Web,steam,,current,-1
★ M9 Bayonet | Fade,★ M9 Bayonet,Fade,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Fade,steam,,current,-1
★ M9 Bayonet | Forest DDPAT,★ M9 Bayonet,Forest DDPAT,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Forest DDPAT (Minimal Wear),steam,4058.51,single,200
★ M9 Bayonet | Night,★ M9 Bayonet,Night,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Night (Minimal Wear),steam,5696.16,single,200
★ M9 Bayonet | Safari Mesh,★ M9 Bayonet,Safari Mesh,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Safari Mesh (Minimal Wear),steam,4511.71,single,200
★ M9 Bayonet | Scorched,★ M9 Bayonet,Scorched,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Scorched (Minimal Wear),steam,4116.54,single,200
★ M9 Bayonet | Slaughter,★ M9 Bayonet,Slaughter,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Slaughter (Factory New),steam,11438.6,single,200
★ M9 Bayonet | Stained,★ M9 Bayonet,Stained,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Stained (Factory New),steam,6959.99,single,200
★ M9 Bayonet | Urban Masked,★ M9 Bayonet,Urban Masked,Restricted,CSGO Weapon Case 3,★ M9 Bayonet | Urban Masked (Minimal Wear),steam,4980.15,single,200
MP9 | Modest Threat,MP9,Modest Threat,Covert,Danger Zone Case,MP9 | Modest Threat (Factory New),steam,4.34,single,200
Glock-18 | Oxide Blaze,Glock-18,Oxide Blaze,Covert,Danger Zone Case,Glock-18 | Oxide Blaze (Factory New),steam,10.32,single,200
Nova | Wood Fired,Nova,Wood Fired,Covert,Danger Zone Case,Nova | Wood Fired (Factory New),steam,6.05,single,200
M4A4 | Magnesium,M4A4,Magnesium,Covert,Danger Zone Case,M4A4 | Magnesium (Factory New),steam,42.72,single,200
Sawed-Off | Black Sand,Sawed-Off,Black Sand,Covert,Danger Zone Case,Sawed-Off | Black Sand (Factory New),steam,8.25,single,200
SG 553 | Danger Close,SG 553,Danger Close,Covert,Danger Zone Case,SG 553 | Danger Close (Factory New),steam,7.47,single,200
Tec-9 | Fubar,Tec-9,Fubar,Covert,Danger Zone Case,Tec-9 | Fubar (Minimal Wear),steam,21.43,single,200
G3SG1 | Scavenger,G3SG1,Scavenger,Classified,Danger Zone Case,G3SG1 | Scavenger (Factory New),steam,32.82,single,200
Galil AR | Signal,Galil AR,Signal,Classified,Danger Zone Case,Galil AR | Signal (Factory New),steam,26.34,single,200
MAC-10 | Pipe Down,MAC-10,Pipe Down,Classified,Danger Zone Case,MAC-10 | Pipe Down (Factory New),steam,41.15,single,200
P250 | Nevermore,P250,Nevermore,Classified,Danger Zone Case,P250 | Nevermore (Factory New),steam,27.12,single,200
USP-S | Flashback,USP-S,Flashback,Classified,Danger Zone Case,USP-S | Flashback (Factory New),steam,21.64,single,200
UMP-45 | Momentum,UMP-45,Momentum,Gold,Danger Zone Case,UMP-45 | Momentum (Factory New),steam,144.54,single,200
Desert Eagle | Mecha Industries,Desert Eagle,Mecha Industries,Gold,Danger Zone Case,Desert Eagle | Mecha Industries (Factory New),steam,169.81,single,200
MP5-SD | Phosphor,MP5-SD,Phosphor,Gold,Danger Zone Case,MP5-SD | Phosphor (Factory New),steam,147.38,single,200
AK-47 | Asiimov,AK-47,Asiimov,Restricted,Danger Zone Case,AK-47 | Asiimov (Factory New),steam,3995.28,single,200
AWP | Neo-Noir,AWP,Neo-Noir,Restricted,Danger Zone Case,AWP | Neo-Noir (Factory New),steam,602.36,single,200
★ Talon Knife,,,Restricted,Danger Zone Case,,steam,,current,
★ Talon Knife | Blue Steel,★ Talon Knife,Blue Steel,Restricted,Danger Zone Case,★ Talon Knife | Blue Steel (Factory New),steam,8188.23,single,200
★ Talon Knife | Boreal Forest,★ Talon Knife,Boreal Forest,Restricted,Danger Zone Case,★ Talon Knife | Boreal Forest (Minimal Wear),steam,2789.76,single,200
★ Talon Knife | Case Hardened,★ Talon Knife,Case Hardened,Restricted,Danger Zone Case,★ Talon Knife | Case Hardened (Minimal Wear),steam,6208.52,single,200
★ Talon Knife | Crimson Web,★ Talon Knife,Crimson Web,Restricted,Danger Zone Case,★ Talon Knife | Crimson Web (Factory New),BUFF,60000.0,single,200
★ Talon Knife | Fade,★ Talon Knife,Fade,Restricted,Danger Zone Case,★ Talon Knife | Fade (Factory New),steam,10562.81,single,200
★ Talon Knife | Forest DDPAT,★ Talon Knife,Forest DDPAT,Restricted,Danger Zone Case,★ Talon Knife | Forest DDPAT (Factory New),steam,5696.16,single,200
★ Talon Knife | Night Stripe,★ Talon Knife,Night Stripe,Restricted,Danger Zone Case,★ Talon Knife | Night Stripe (Minimal Wear),steam,3603.46,single,200
★ Talon Knife | Safari Mesh,★ Talon Knife,Safari Mesh,Restricted,Danger Zone Case,★ Talon Knife | Safari Mesh (Factory New),steam,7565.14,single,200
★ Talon Knife | Scorched,★ Talon Knife,Scorched,Restricted,Danger Zone Case,★ Talon Knife | Scorched (Minimal Wear),steam,3227.87,single,200
★ Talon Knife | Slaughter,★ Talon Knife,Slaughter,Restricted,Danger Zone Case,★ Talon Knife | Slaughter (Factory New),steam,8936.06,single,200
★ Talon Knife | Stained,★ Talon Knife,Stained,Restricted,Danger Zone Case,★ Talon Knife | Stained (Factory New),steam,8020.4,single,200
★ Talon Knife | Urban Masked,★ Talon Knife,Urban Masked,Restricted,Danger Zone Case,★ Talon Knife | Urban Masked (Minimal Wear),steam,3692.25,single,200
★ Navaja Knife,,,Restricted,Danger Zone Case,,steam,,current,
★ Navaja Knife | Blue Steel,★ Navaja Knife,Blue Steel,Restricted,Danger Zone Case,★ Navaja Knife | Blue Steel (Factory New),steam,1411.43,single,200
★ Navaja Knife | Boreal Forest,★ Navaja Knife,Boreal Forest,Restricted,Danger Zone Case,★ Navaja Knife | Boreal Forest (Minimal Wear),steam,656.48,single,200
★ Navaja Knife | Case Hardened,★ Navaja Knife,Case Hardened,Restricted,Danger Zone Case,★ Navaja Knife | Case Hardened (Factory New),steam,1559.03,single,200
★ Navaja Knife | Crimson Web,★ Navaja Knife,Crimson Web,Restricted,Danger Zone Case,★ Navaja Knife | Crimson Web (Factory New),steam,8492.12,single,200
★ Navaja Knife | Fade,★ Navaja Knife,Fade,Restricted,Danger Zone Case,★ Navaja Knife | Fade (Factory New),steam,1393.7,single,200
★ Navaja Knife | Forest DDPAT,★ Navaja Knife,Forest DDPAT,Restricted,Danger Zone Case,★ Navaja Knife | Forest DDPAT (Factory New),steam,1108.75,single,200
★ Navaja Knife | Night Stripe,★ Navaja Knife,Night Stripe,Restricted,Danger Zone Case,★ Navaja Knife | Night Stripe (Factory New),steam,903.55,single,200
★ Navaja Knife | Safari Mesh,★ Navaja Knife,Safari Mesh,Restricted,Danger Zone Case,★ Navaja Knife | Safari Mesh (Minimal Wear),steam,660.89,single,200
★ Navaja Knife | Scorched,★ Navaja Knife,Scorched,Restricted,Danger Zone Case,★ Navaja Knife | Scorched (Factory New),steam,2886.6,single,200
★ Navaja Knife | Slaughter,★ Navaja Knife,Slaughter,Restricted,Danger Zone Case,★ Navaja Knife | Slaughter (Factory New),steam,1235.99,single,200
★ Navaja Knife | Stained,★ Navaja Knife,Stained,Restricted,Danger Zone Case,★ Navaja Knife | Stained (Factory New),steam,1139.8,single,200
★ Navaja Knife | Urban Masked,★ Navaja Knife,Urban Masked,Restricted,Danger Zone Case,★ Navaja Knife | Urban Masked (Factory New),steam,1616.57,single,200
★ Stiletto Knife,,,Restricted,Danger Zone Case,,steam,,current,
★ Stiletto Knife | Blue Steel,★ Stiletto Knife,Blue Steel,Restricted,Danger Zone Case,★ Stiletto Knife | Blue Steel,steam,,current,-1
★ Stiletto Knife | Boreal Forest,★ Stiletto Knife,Boreal Forest,Restricted,Danger Zone Case,★ Stiletto Knife | Boreal Forest,steam,,current,-1
★ Stiletto Knife | Case Hardened,★ Stiletto Knife,Case Hardened,Restricted,Danger Zone Case,★ Stiletto Knife | Case Hardened,steam,,current,-1
★ Stiletto Knife | Crimson Web,★ Stiletto Knife,Crimson Web,Restricted,Danger Zone Case,★ Stiletto Knife | Crimson Web,steam,,current,-1
★ Stiletto Knife | Fade,★ Stiletto Knife,Fade,Restricted,Danger Zone Case,★ Stiletto Knife | Fade,steam,,current,-1
★ Stiletto Knife | Forest DDPAT,★ Stiletto Knife,Forest DDPAT,Restricted,Danger Zone Case,★ Stiletto Knife | Forest DDPAT,steam,,current,-1
★ Stiletto Knife | Night Stripe,★ Stiletto Knife,Night Stripe,Restricted,Danger Zone Case,★ Stiletto Knife | Night Stripe,steam,,current,-1
★ Stiletto Knife | Safari Mesh,★ Stiletto Knife,Safari Mesh,Restricted,Danger Zone Case,★ Stiletto Knife | Safari Mesh,steam,,current,-1
★ Stiletto Knife | Scorched,★ Stiletto Knife,Scorched,Restricted,Danger Zone Case,★ Stiletto Knife | Scorched (Battle-Scarred),steam,,current,-1
★ Stiletto Knife | Slaughter,★ Stiletto Knife,Slaughter,Restricted,Danger Zone Case,★ Stiletto Knife | Slaughter (Factory New),steam,5169.19,single,200
★ Stiletto Knife | Stained,★ Stiletto Knife,Stained,Restricted,Danger Zone Case,★ Stiletto Knife | Stained (Factory New),steam,4503.52,single,200
★ Stiletto Knife | Urban Masked,★ Stiletto Knife,Urban Masked,Restricted,Danger Zone Case,★ Stiletto Knife | Urban Masked (Minimal Wear),steam,2431.47,single,200
★ Ursus Knife,,,Restricted,Danger Zone Case,,steam,,current,
★ Ursus Knife | Blue Steel,★ Ursus Knife,Blue Steel,Restricted,Danger Zone Case,★ Ursus Knife | Blue Steel (Factory New),steam,1753.42,single,200
★ Ursus Knife | Boreal Forest,★ Ursus Knife,Boreal Forest,Restricted,Danger Zone Case,★ Ursus Knife | Boreal Forest (Factory New),steam,1807.24,single,200
★ Ursus Knife | Case Hardened,★ Ursus Knife,Case Hardened,Restricted,Danger Zone Case,★ Ursus Knife | Case Hardened (Factory New),steam,4291.41,single,200
★ Ursus Knife | Crimson Web,★ Ursus Knife,Crimson Web,Restricted,Danger Zone Case,★ Ursus Knife | Crimson Web (Minimal Wear),steam,2571.95,single,200
★ Ursus Knife | Fade,★ Ursus Knife,Fade,Restricted,Danger Zone Case,★ Ursus Knife | Fade (Factory New),steam,2848.08,single,200
★ Ursus Knife | Forest DDPAT,★ Ursus Knife,Forest DDPAT,Restricted,Danger Zone Case,★ Ursus Knife | Forest DDPAT (Factory New),steam,2036.66,single,200
★ Ursus Knife | Night Stripe,★ Ursus Knife,Night Stripe,Restricted,Danger Zone Case,★ Ursus Knife | Night Stripe (Factory New),steam,2108.5,single,200
★ Ursus Knife | Safari Mesh,★ Ursus Knife,Safari Mesh,Restricted,Danger Zone Case,★ Ursus Knife | Safari Mesh (Minimal Wear),steam,902.62,single,200
★ Ursus Knife | Scorched,★ Ursus Knife,Scorched,Restricted,Danger Zone Case,★ Ursus Knife | Scorched (Factory New),steam,1801.9,single,200
★ Ursus Knife | Slaughter,★ Ursus Knife,Slaughter,Restricted,Danger Zone Case,★ Ursus Knife | Slaughter (Factory New),steam,2685.24,single,200
★ Ursus Knife | Stained,★ Ursus Knife,Stained,Restricted,Danger Zone Case,★ Ursus Knife | Stained (Factory New),steam,1522.79,single,200
★ Ursus Knife | Urban Masked,★ Ursus Knife,Urban Masked,Restricted,Danger Zone Case,★ Ursus Knife | Urban Masked (Minimal Wear),steam,1148.77,single,200
MP5-SD | Necro Jr.,MP5-SD,Necro Jr.,Covert,Dreams & Nightmares Case,MP5-SD | Necro Jr. (Factory New),steam,6.62,single,200
MAC-10 | Ensnared,MAC-10,Ensnared,Covert,Dreams & Nightmares Case,MAC-10 | Ensnared (Factory New),steam,6.76,single,200
Sawed-Off | Spirit Board,Sawed-Off,Spirit Board,Covert,Dreams & Nightmares Case,Sawed-Off | Spirit Board (Factory New),steam,6.9,single,200
P2000 | Lifted Spirits,P2000,Lifted Spirits,Covert,Dreams & Nightmares Case,P2000 | Lifted Spirits (Factory New),steam,5.98,single,200
MAG-7 | Foresight,MAG-7,Foresight,Covert,Dreams & Nightmares Case,MAG-7 | Foresight (Factory New),steam,4.55,single,200
SCAR-20 | Poultrygeist,SCAR-20,Poultrygeist,Covert,Dreams & Nightmares Case,SCAR-20 | Poultrygeist (Factory New),steam,4.91,single,200
Five-SeveN | Scrawl,Five-SeveN,Scrawl,Covert,Dreams & Nightmares Case,Five-SeveN | Scrawl (Factory New),steam,6.62,single,200
USP-S | Ticket to Hell,USP-S,Ticket to Hell,Classified,Dreams & Nightmares Case,USP-S | Ticket to Hell (Factory New),steam,22.99,single,200
M4A1-S | Night Terror,M4A1-S,Night Terror,Classified,Dreams & Nightmares Case,M4A1-S | Night Terror (Factory New),steam,24.92,single,200
G3SG1 | Dream Glade,G3SG1,Dream Glade,Classified,Dreams & Nightmares Case,G3SG1 | Dream Glade (Factory New),steam,39.3,single,200
PP-Bizon | Space Cat,PP-Bizon,Space Cat,Classified,Dreams & Nightmares Case,PP-Bizon | Space Cat (Factory New),steam,18.65,single,200
XM1014 | Zombie Offensive,XM1014,Zombie Offensive,Classified,Dreams & Nightmares Case,XM1014 | Zombie Offensive (Factory New),steam,19.43,single,200
FAMAS | Rapid Eye Movement,FAMAS,Rapid Eye Movement,Gold,Dreams & Nightmares Case,FAMAS | Rapid Eye Movement (Factory New),steam,219.65,single,200
Dual Berettas | Melondrama,Dual Berettas,Melondrama,Gold,Dreams & Nightmares Case,Dual Berettas | Melondrama (Factory New),steam,215.03,single,200
MP7 | Abyssal Apparition,MP7,Abyssal Apparition,Gold,Dreams & Nightmares Case,MP7 | Abyssal Apparition (Factory New),steam,188.68,single,200
AK-47 | Nightwish,AK-47,Nightwish,Restricted,Dreams & Nightmares Case,AK-47 | Nightwish (Factory New),steam,1469.82,single,200
MP9 | Starlight Protector,MP9,Starlight Protector,Restricted,Dreams & Nightmares Case,MP9 | Starlight Protector (Factory New),steam,1390.64,single,200
★ Butterfly Knife | Gamma Doppler (Phase 1),★ Butterfly Knife,Gamma Doppler (Phase 1),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Butterfly Knife | Gamma Doppler (Phase 2),★ Butterfly Knife,Gamma Doppler (Phase 2),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Butterfly Knife | Gamma Doppler (Phase 3),★ Butterfly Knife,Gamma Doppler (Phase 3),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Butterfly Knife | Gamma Doppler (Phase 4),★ Butterfly Knife,Gamma Doppler (Phase 4),Restricted,Dreams & Nightmares Case,★ Butterfly Knife | Gamma Doppler (Phase 4),steam,,current,-1
★ Butterfly Knife | Gamma Doppler (Emerald),★ Butterfly Knife,Gamma Doppler (Emerald),Restricted,Dreams & Nightmares Case,★ Butterfly Knife | Gamma Doppler (Emerald),steam,,current,-1
★ Butterfly Knife | Freehand,★ Butterfly Knife,Freehand,Restricted,Dreams & Nightmares Case,★ Butterfly Knife | Freehand,steam,,current,-1
★ Butterfly Knife | Lore,★ Butterfly Knife,Lore,Restricted,Dreams & Nightmares Case,★ Butterfly Knife | Lore,steam,,current,-1
★ Butterfly Knife | Autotronic,★ Butterfly Knife,Autotronic,Restricted,Dreams & Nightmares Case,★ Butterfly Knife | Autotronic,steam,,current,-1
★ Butterfly Knife | Bright Water,★ Butterfly Knife,Bright Water,Restricted,Dreams & Nightmares Case,★ Butterfly Knife | Bright Water,steam,,current,-1
★ Butterfly Knife | Black Laminate,★ Butterfly Knife,Black Laminate,Restricted,Dreams & Nightmares Case,★ Butterfly Knife | Black Laminate,steam,,current,-1
★ Huntsman Knife | Gamma Doppler (Phase 1),★ Huntsman Knife,Gamma Doppler (Phase 1),Restricted,Dreams & Nightmares Case,★ Huntsman Knife | Gamma Doppler (Phase 1),steam,,current,-1
★ Huntsman Knife | Gamma Doppler (Phase 2),★ Huntsman Knife,Gamma Doppler (Phase 2),Restricted,Dreams & Nightmares Case,★ Huntsman Knife | Gamma Doppler (Phase 2),steam,,current,-1
★ Huntsman Knife | Gamma Doppler (Phase 3),★ Huntsman Knife,Gamma Doppler (Phase 3),Restricted,Dreams & Nightmares Case,★ Huntsman Knife | Gamma Doppler (Phase 3) (Field-Tested),steam,,current,-1
★ Huntsman Knife | Gamma Doppler (Phase 4),★ Huntsman Knife,Gamma Doppler (Phase 4),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Huntsman Knife | Gamma Doppler (Emerald),★ Huntsman Knife,Gamma Doppler (Emerald),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Huntsman Knife | Freehand,★ Huntsman Knife,Freehand,Restricted,Dreams & Nightmares Case,★ Huntsman Knife | Freehand (Factory New),steam,1296.73,single,200
★ Huntsman Knife | Lore,★ Huntsman Knife,Lore,Restricted,Dreams & Nightmares Case,★ Huntsman Knife | Lore (Factory New),steam,2174.29,single,200
★ Huntsman Knife | Autotronic,★ Huntsman Knife,Autotronic,Restricted,Dreams & Nightmares Case,★ Huntsman Knife | Autotronic (Factory New),steam,2620.23,single,200
★ Huntsman Knife | Bright Water,★ Huntsman Knife,Bright Water,Restricted,Dreams & Nightmares Case,★ Huntsman Knife | Bright Water (Factory New),steam,1112.46,single,200
★ Huntsman Knife | Black Laminate,★ Huntsman Knife,Black Laminate,Restricted,Dreams & Nightmares Case,★ Huntsman Knife | Black Laminate (Factory New),steam,1842.13,single,200
★ Falchion Knife | Gamma Doppler (Phase 1),★ Falchion Knife,Gamma Doppler (Phase 1),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Falchion Knife | Gamma Doppler (Phase 2),★ Falchion Knife,Gamma Doppler (Phase 2),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Falchion Knife | Gamma Doppler (Phase 3),★ Falchion Knife,Gamma Doppler (Phase 3),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Falchion Knife | Gamma Doppler (Phase 4),★ Falchion Knife,Gamma Doppler (Phase 4),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Falchion Knife | Gamma Doppler (Emerald),★ Falchion Knife,Gamma Doppler (Emerald),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Falchion Knife | Freehand,★ Falchion Knife,Freehand,Restricted,Dreams & Nightmares Case,★ Falchion Knife | Freehand (Factory New),steam,1475.94,single,200
★ Falchion Knife | Lore,★ Falchion Knife,Lore,Restricted,Dreams & Nightmares Case,★ Falchion Knife | Lore (Factory New),steam,2388.54,single,200
★ Falchion Knife | Autotronic,★ Falchion Knife,Autotronic,Restricted,Dreams & Nightmares Case,★ Falchion Knife | Autotronic (Factory New),steam,2157.91,single,200
★ Falchion Knife | Bright Water,★ Falchion Knife,Bright Water,Restricted,Dreams & Nightmares Case,★ Falchion Knife | Bright Water (Factory New),steam,1132.11,single,200
★ Falchion Knife | Black Laminate,★ Falchion Knife,Black Laminate,Restricted,Dreams & Nightmares Case,★ Falchion Knife | Black Laminate (Factory New),steam,1468.25,single,200
★ Shadow Daggers | Gamma Doppler (Phase 1),★ Shadow Daggers,Gamma Doppler (Phase 1),Restricted,Dreams & Nightmares Case,★ Shadow Daggers | Gamma Doppler (Phase 1),steam,,current,-1
★ Shadow Daggers | Gamma Doppler (Phase 2),★ Shadow Daggers,Gamma Doppler (Phase 2),Restricted,Dreams & Nightmares Case,★ Shadow Daggers | Gamma Doppler (Phase 2),steam,,current,-1
★ Shadow Daggers | Gamma Doppler (Phase 3),★ Shadow Daggers,Gamma Doppler (Phase 3),Restricted,Dreams & Nightmares Case,★ Shadow Daggers | Gamma Doppler (Phase 3),steam,,current,-1
★ Shadow Daggers | Gamma Doppler (Phase 4),★ Shadow Daggers,Gamma Doppler (Phase 4),Restricted,Dreams & Nightmares Case,★ Shadow Daggers | Gamma Doppler (Phase 4),steam,,current,-1
★ Shadow Daggers | Gamma Doppler (Emerald),★ Shadow Daggers,Gamma Doppler (Emerald),Restricted,Dreams & Nightmares Case,★ Shadow Daggers | Gamma Doppler (Emerald),steam,,current,-1
★ Shadow Daggers | Freehand,★ Shadow Daggers,Freehand,Restricted,Dreams & Nightmares Case,★ Shadow Daggers | Freehand,steam,,current,-1
★ Shadow Daggers | Lore,★ Shadow Daggers,Lore,Restricted,Dreams & Nightmares Case,★ Shadow Daggers | Lore,steam,,current,-1
★ Shadow Daggers | Autotronic,★ Shadow Daggers,Autotronic,Restricted,Dreams & Nightmares Case,★ Shadow Daggers | Autotronic,steam,,current,-1
★ Shadow Daggers | Bright Water,★ Shadow Daggers,Bright Water,Restricted,Dreams & Nightmares Case,★ Shadow Daggers | Bright Water,steam,,current,-1
★ Shadow Daggers | Black Laminate,★ Shadow Daggers,Black Laminate,Restricted,Dreams & Nightmares Case,★ Shadow Daggers | Black Laminate,steam,,current,-1
★ Bowie Knife | Gamma Doppler (Phase 1),★ Bowie Knife,Gamma Doppler (Phase 1),Restricted,Dreams & Nightmares Case,★ Bowie Knife | Gamma Doppler (Phase 1) (Field-Tested),steam,,current,-1
★ Bowie Knife | Gamma Doppler (Phase 2),★ Bowie Knife,Gamma Doppler (Phase 2),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Bowie Knife | Gamma Doppler (Phase 3),★ Bowie Knife,Gamma Doppler (Phase 3),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Bowie Knife | Gamma Doppler (Phase 4),★ Bowie Knife,Gamma Doppler (Phase 4),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Bowie Knife | Gamma Doppler (Emerald),★ Bowie Knife,Gamma Doppler (Emerald),Restricted,Dreams & Nightmares Case,,steam,,current,
★ Bowie Knife | Freehand,★ Bowie Knife,Freehand,Restricted,Dreams & Nightmares Case,★ Bowie Knife | Freehand (Factory New),steam,1312.53,single,200
★ Bowie Knife | Lore,★ Bowie Knife,Lore,Restricted,Dreams & Nightmares Case,★ Bowie Knife | Lore (Factory New),steam,2639.6,single,200
★ Bowie Knife | Autotronic,★ Bowie Knife,Autotronic,Restricted,Dreams & Nightmares Case,★ Bowie Knife | Autotronic (Factory New),steam,2461.59,single,200
★ Bowie Knife | Bright Water,★ Bowie Knife,Bright Water,Restricted,Dreams & Nightmares Case,★ Bowie Knife | Bright Water (Factory New),steam,1115.52,single,200
★ Bowie Knife | Black Laminate,★ Bowie Knife,Black Laminate,Restricted,Dreams & Nightmares Case,★ Bowie Knife | Black Laminate (Factory New),steam,1419.98,single,200
M4A4 | Faded Zebra,M4A4,Faded Zebra,Covert,ESports 2013 Case,M4A4 | Faded Zebra (Factory New),steam,427.21,single,200
FAMAS | Doomkitty,FAMAS,Doomkitty,Covert,ESports 2013 Case,FAMAS | Doomkitty (Minimal Wear),steam,40.3,single,200
MAG-7 | Memento,MAG-7,Memento,Covert,ESports 2013 Case,MAG-7 | Memento (Factory New),steam,49.27,single,200
Sawed-Off | Orange DDPAT,Sawed-Off,Orange DDPAT,Classified,ESports 2013 Case,Sawed-Off | Orange DDPAT (Factory New),steam,1104.41,single,200
P250 | Splash,P250,Splash,Classified,ESports 2013 Case,P250 | Splash (Factory New),steam,518.84,single,200
Galil AR | Orange DDPAT,Galil AR,Orange DDPAT,Classified,ESports 2013 Case,Galil AR | Orange DDPAT (Factory New),steam,451.27,single,200
AK-47 | Red Laminate,AK-47,Red Laminate,Gold,ESports 2013 Case,AK-47 | Red Laminate (Factory New),steam,5823.54,single,200
AWP | BOOM,AWP,BOOM,Gold,ESports 2013 Case,AWP | BOOM (Factory New),steam,7384.5,single,200
P90 | Death by Kitty,P90,Death by Kitty,Restricted,ESports 2013 Case,P90 | Death by Kitty (Minimal Wear),steam,1068.03,single,200
★ Bayonet,,,Restricted,ESports 2013 Case,,steam,,current,
★ Bayonet | Blue Steel,★ Bayonet,Blue Steel,Restricted,ESports 2013 Case,★ Bayonet | Blue Steel (Minimal Wear),steam,3561.88,single,200
★ Bayonet | Boreal Forest,★ Bayonet,Boreal Forest,Restricted,ESports 2013 Case,★ Bayonet | Boreal Forest (Factory New),steam,4680.03,single,200
★ Bayonet | Case Hardened,★ Bayonet,Case Hardened,Restricted,ESports 2013 Case,★ Bayonet | Case Hardened (Factory New),steam,6263.28,single,200
★ Bayonet | Crimson Web,★ Bayonet,Crimson Web,Restricted,ESports 2013 Case,★ Bayonet | Crimson Web (Factory New),YOUPIN,16197.5,single,200
★ Bayonet | Fade,★ Bayonet,Fade,Restricted,ESports 2013 Case,★ Bayonet | Fade (Factory New),steam,4717.77,single,200
★ Bayonet | Forest DDPAT,★ Bayonet,Forest DDPAT,Restricted,ESports 2013 Case,★ Bayonet | Forest DDPAT (Minimal Wear),steam,2091.77,single,200
★ Bayonet | Night,★ Bayonet,Night,Restricted,ESports 2013 Case,★ Bayonet | Night (Minimal Wear),steam,2363.97,single,200
★ Bayonet | Safari Mesh,★ Bayonet,Safari Mesh,Restricted,ESports 2013 Case,★ Bayonet | Safari Mesh (Minimal Wear),steam,1602.04,single,200
