case_name_en,case_name_zh,release_date,rarity_en,rarity_zh,item_name_en,item_name_zh,weapon,finish,source_url,steamdt_market_hash_name
CSGO Weapon Case,,,Covert,隐秘级,★ M9 Bayonet | Stained,,★ M9 Bayonet,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case,
CSGO Weapon Case,,,Covert,隐秘级,★ M9 Bayonet | Urban Masked,,★ M9 Bayonet,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case,
CSGO Weapon Case 2,,,Mil-Spec,军规级,Tec-9 | Blue Titanium,,Tec-9,Blue Titanium,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Mil-Spec,军规级,M4A1-S | Blood Tiger,,M4A1-S,Blood Tiger,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Mil-Spec,军规级,FAMAS | Hexane,,FAMAS,Hexane,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Mil-Spec,军规级,P250 | Hive,,P250,Hive,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Mil-Spec,军规级,SCAR-20 | Crimson Web,,SCAR-20,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Restricted,受限级,Five-SeveN | Case Hardened,,Five-SeveN,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Restricted,受限级,MP9 | Hypnotic,,MP9,Hypnotic,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Restricted,受限级,Nova | Graphite,,Nova,Graphite,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Restricted,受限级,Dual Berettas | Hemoglobin,,Dual Berettas,Hemoglobin,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Classified,保密级,P90 | Cold Blooded,,P90,Cold Blooded,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Classified,保密级,USP-S | Serum,,USP-S,Serum,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,SSG 08 | Blood in the Water,,SSG 08,Blood in the Water,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet,,,,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Blue Steel,,★ Bayonet,Blue Steel,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Boreal Forest,,★ Bayonet,Boreal Forest,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Case Hardened,,★ Bayonet,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Crimson Web,,★ Bayonet,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Fade,,★ Bayonet,Fade,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Forest DDPAT,,★ Bayonet,Forest DDPAT,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Night,,★ Bayonet,Night,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Safari Mesh,,★ Bayonet,Safari Mesh,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Scorched,,★ Bayonet,Scorched,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Slaughter,,★ Bayonet,Slaughter,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Stained,,★ Bayonet,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Bayonet | Urban Masked,,★ Bayonet,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife,,,,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Blue Steel,,★ Flip Knife,Blue Steel,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Boreal Forest,,★ Flip Knife,Boreal Forest,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Case Hardened,,★ Flip Knife,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Crimson Web,,★ Flip Knife,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Fade,,★ Flip Knife,Fade,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Forest DDPAT,,★ Flip Knife,Forest DDPAT,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Night,,★ Flip Knife,Night,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Safari Mesh,,★ Flip Knife,Safari Mesh,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Scorched,,★ Flip Knife,Scorched,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Slaughter,,★ Flip Knife,Slaughter,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Stained,,★ Flip Knife,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Flip Knife | Urban Masked,,★ Flip Knife,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife,,,,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Blue Steel,,★ Gut Knife,Blue Steel,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Boreal Forest,,★ Gut Knife,Boreal Forest,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Case Hardened,,★ Gut Knife,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Crimson Web,,★ Gut Knife,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Fade,,★ Gut Knife,Fade,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Forest DDPAT,,★ Gut Knife,Forest DDPAT,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Night,,★ Gut Knife,Night,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Safari Mesh,,★ Gut Knife,Safari Mesh,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Scorched,,★ Gut Knife,Scorched,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Slaughter,,★ Gut Knife,Slaughter,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Stained,,★ Gut Knife,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Gut Knife | Urban Masked,,★ Gut Knife,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit,,,,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Blue Steel,,★ Karambit,Blue Steel,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Boreal Forest,,★ Karambit,Boreal Forest,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Case Hardened,,★ Karambit,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Crimson Web,,★ Karambit,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Fade,,★ Karambit,Fade,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Forest DDPAT,,★ Karambit,Forest DDPAT,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Night,,★ Karambit,Night,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Safari Mesh,,★ Karambit,Safari Mesh,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Scorched,,★ Karambit,Scorched,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Slaughter,,★ Karambit,Slaughter,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Stained,,★ Karambit,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ Karambit | Urban Masked,,★ Karambit,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet,,,,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Blue Steel,,★ M9 Bayonet,Blue Steel,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Boreal Forest,,★ M9 Bayonet,Boreal Forest,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Case Hardened,,★ M9 Bayonet,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Crimson Web,,★ M9 Bayonet,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Fade,,★ M9 Bayonet,Fade,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Forest DDPAT,,★ M9 Bayonet,Forest DDPAT,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Night,,★ M9 Bayonet,Night,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Safari Mesh,,★ M9 Bayonet,Safari Mesh,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Scorched,,★ M9 Bayonet,Scorched,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Slaughter,,★ M9 Bayonet,Slaughter,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Stained,,★ M9 Bayonet,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 2,,,Covert,隐秘级,★ M9 Bayonet | Urban Masked,,★ M9 Bayonet,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_2,
CSGO Weapon Case 3,,,Mil-Spec,军规级,CZ75-Auto | Crimson Web,,CZ75-Auto,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Mil-Spec,军规级,P2000 | Red FragCam,,P2000,Red FragCam,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Mil-Spec,军规级,Dual Berettas | Panther,,Dual Berettas,Panther,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Mil-Spec,军规级,USP-S | Stainless,,USP-S,Stainless,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Mil-Spec,军规级,Glock-18 | Blue Fissure,,Glock-18,Blue Fissure,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Restricted,受限级,CZ75-Auto | Tread Plate,,CZ75-Auto,Tread Plate,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Restricted,受限级,Tec-9 | Titanium Bit,,Tec-9,Titanium Bit,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Restricted,受限级,Desert Eagle | Heirloom,,Desert Eagle,Heirloom,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Restricted,受限级,Five-SeveN | Copper Galaxy,,Five-SeveN,Copper Galaxy,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Classified,保密级,CZ75-Auto | The Fuschia Is Now,,CZ75-Auto,The Fuschia Is Now,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Classified,保密级,P250 | Undertow,,P250,Undertow,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,CZ75-Auto | Victoria,,CZ75-Auto,Victoria,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet,,,,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Blue Steel,,★ Bayonet,Blue Steel,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Boreal Forest,,★ Bayonet,Boreal Forest,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Case Hardened,,★ Bayonet,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Crimson Web,,★ Bayonet,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Fade,,★ Bayonet,Fade,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Forest DDPAT,,★ Bayonet,Forest DDPAT,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Night,,★ Bayonet,Night,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Safari Mesh,,★ Bayonet,Safari Mesh,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Scorched,,★ Bayonet,Scorched,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Slaughter,,★ Bayonet,Slaughter,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Stained,,★ Bayonet,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Bayonet | Urban Masked,,★ Bayonet,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife,,,,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Blue Steel,,★ Flip Knife,Blue Steel,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Boreal Forest,,★ Flip Knife,Boreal Forest,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Case Hardened,,★ Flip Knife,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Crimson Web,,★ Flip Knife,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Fade,,★ Flip Knife,Fade,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Forest DDPAT,,★ Flip Knife,Forest DDPAT,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Night,,★ Flip Knife,Night,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Safari Mesh,,★ Flip Knife,Safari Mesh,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Scorched,,★ Flip Knife,Scorched,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Slaughter,,★ Flip Knife,Slaughter,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Stained,,★ Flip Knife,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Flip Knife | Urban Masked,,★ Flip Knife,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife,,,,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Blue Steel,,★ Gut Knife,Blue Steel,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Boreal Forest,,★ Gut Knife,Boreal Forest,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Case Hardened,,★ Gut Knife,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Crimson Web,,★ Gut Knife,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Fade,,★ Gut Knife,Fade,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Forest DDPAT,,★ Gut Knife,Forest DDPAT,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Night,,★ Gut Knife,Night,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Safari Mesh,,★ Gut Knife,Safari Mesh,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Scorched,,★ Gut Knife,Scorched,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Slaughter,,★ Gut Knife,Slaughter,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Stained,,★ Gut Knife,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Gut Knife | Urban Masked,,★ Gut Knife,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit,,,,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Blue Steel,,★ Karambit,Blue Steel,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Boreal Forest,,★ Karambit,Boreal Forest,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Case Hardened,,★ Karambit,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Crimson Web,,★ Karambit,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Fade,,★ Karambit,Fade,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Forest DDPAT,,★ Karambit,Forest DDPAT,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Night,,★ Karambit,Night,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Safari Mesh,,★ Karambit,Safari Mesh,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Scorched,,★ Karambit,Scorched,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Slaughter,,★ Karambit,Slaughter,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Stained,,★ Karambit,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ Karambit | Urban Masked,,★ Karambit,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet,,,,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Blue Steel,,★ M9 Bayonet,Blue Steel,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Boreal Forest,,★ M9 Bayonet,Boreal Forest,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Case Hardened,,★ M9 Bayonet,Case Hardened,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Crimson Web,,★ M9 Bayonet,Crimson Web,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Fade,,★ M9 Bayonet,Fade,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Forest DDPAT,,★ M9 Bayonet,Forest DDPAT,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Night,,★ M9 Bayonet,Night,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Safari Mesh,,★ M9 Bayonet,Safari Mesh,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Scorched,,★ M9 Bayonet,Scorched,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Slaughter,,★ M9 Bayonet,Slaughter,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Stained,,★ M9 Bayonet,Stained,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
CSGO Weapon Case 3,,,Covert,隐秘级,★ M9 Bayonet | Urban Masked,,★ M9 Bayonet,Urban Masked,https://counterstrike.fandom.com/wiki/CSGO_Weapon_Case_3,
Danger Zone Case,,,Mil-Spec,军规级,MP9 | Modest Threat,,MP9,Modest Threat,https://counterstrike.fandom.com/wiki/Danger_Zone_Case,
