name,series,tier,price,exterior,platform,float,stattrak,next_tier,K,avg_out_next,best_exterior,value_per_item,buy_cost,margin,profit_ratio
Desert Eagle | Ocean Drive,Operation Riptide Case,Covert,418.98,WW,C5,,False,Gold,5.0,3660.3875000000003,战痕,732.0775000000001,418.98,313.0975000000001,0.7472850732731874
MAG-7 | Monster Call,Fracture Case,Restricted,6.1,MW,C5,,False,Classified,10.0,43.66,战痕,4.366,6.1,-1.734,-0.2842622950819672
XM1014 | Seasons,Spectrum Case,Restricted,11.0,WW,BUFF,,False,Classified,10.0,92.60666666666667,久经,9.260666666666667,11.0,-1.7393333333333327,-0.15812121212121208
SG 553 | Heavy Metal,Snakebite Case,Mil-Spec,6.0,FN,YOUPIN,,False,Restricted,10.0,42.53,战痕,4.253,6.0,-1.7469999999999999,-0.29116666666666663
MP9 | Dart,Operation Vanguard Weapon Case,Mil-Spec,4.2,WW,BUFF,,False,Restricted,10.0,24.495,久经,2.4495,4.2,-1.7505000000000002,-0.4167857142857143
MP7 | Armor Core,Chroma 2 Case,Mil-Spec,3.76,FN,C5,,False,Restricted,10.0,20.065,破损,2.0065,3.76,-1.7534999999999998,-0.4663563829787234
Glock-18 | Warhawk,Horizon Case,Mil-Spec,2.88,MW,BUFF,,False,Restricted,10.0,11.11,战痕,1.111,2.88,-1.769,-0.6142361111111111
Glock-18 | Warhawk,Horizon Case,Mil-Spec,2.3,FT,BUFF,,False,Restricted,10.0,5.035,战痕,0.5035000000000001,2.3,-1.7964999999999998,-0.7810869565217391
P90 | Traction,Horizon Case,Mil-Spec,2.3,FT,BUFF,,False,Restricted,10.0,5.035,战痕,0.5035000000000001,2.3,-1.7964999999999998,-0.7810869565217391
UMP-45 | Momentum,Danger Zone Case,Classified,28.0,FT,BUFF,,False,Covert,10.0,262.0,久经,26.2,28.0,-1.8000000000000007,-0.06428571428571431
Dual Berettas | Shred,Horizon Case,Mil-Spec,2.34,MW,BUFF,,False,Restricted,10.0,5.035,久经,0.5035000000000001,2.34,-1.8364999999999998,-0.7848290598290598
P90 | Traction,Horizon Case,Mil-Spec,2.96,MW,YOUPIN,,False,Restricted,10.0,11.11,战痕,1.111,2.96,-1.849,-0.6246621621621622
CZ75-Auto | Xiangliu,Spectrum Case,Classified,104.3,MW,BUFF,,False,Covert,10.0,1024.5,久经,102.45,104.3,-1.8499999999999943,-0.01773729626078614
P90 | Traction,Horizon Case,Mil-Spec,2.34,WW,C5,,False,Restricted,10.0,4.8100000000000005,战痕,0.48100000000000004,2.34,-1.8589999999999998,-0.7944444444444444
Negev | Desert-Strike,Operation Breakout Weapon Case,Mil-Spec,3.35,BS,BUFF,,False,Restricted,10.0,14.885,略磨,1.4885,3.35,-1.8615000000000002,-0.5556716417910448
XM1014 | Scumbria,Shadow Case,Mil-Spec,7.99,FN,BUFF,,False,Restricted,10.0,61.24250000000001,久经,6.124250000000001,7.99,-1.8657499999999994,-0.23351063829787225
P250 | Verdigris,Prisma Case,Mil-Spec,2.63,BS,YOUPIN,,False,Restricted,10.0,7.602000000000001,久经,0.7602000000000001,2.63,-1.8697999999999997,-0.7109505703422052
Negev | Desert-Strike,Operation Breakout Weapon Case,Mil-Spec,4.18,FN,BUFF,,False,Restricted,10.0,23.0,略磨,2.3,4.18,-1.88,-0.44976076555023925
Dual Berettas | Shred,Horizon Case,Mil-Spec,3.97,FN,BUFF,,False,Restricted,10.0,20.67,久经,2.067,3.97,-1.903,-0.4793450881612091
Glock-18 | Vogue,Fracture Case,Classified,23.45,FT,C5,,False,Covert,10.0,215.0,战痕,21.5,23.45,-1.9499999999999993,-0.0831556503198294
Dual Berettas | Cartel,Operation Wildfire Case,Mil-Spec,18.7,FN,BUFF,,False,Restricted,10.0,167.47,破损,16.747,18.7,-1.9529999999999994,-0.10443850267379676
FAMAS | Survivor Z,Shadow Case,Mil-Spec,3.55,WW,STEAM,,False,Restricted,10.0,15.86625,战痕,1.5866250000000002,3.55,-1.9633749999999996,-0.5530633802816901
M4A4 | Tooth Fairy,Fracture Case,Classified,23.48,FT,YOUPIN,,False,Covert,10.0,215.0,战痕,21.5,23.48,-1.9800000000000004,-0.08432708688245316
MAC-10 | Pipe Down,Danger Zone Case,Restricted,7.95,MW,C5,,False,Classified,10.0,59.61333333333334,战痕,5.961333333333334,7.95,-1.9886666666666661,-0.25014675052410895
SG 553 | Cyrex,Falchion Case,Classified,31.4,FT,YOUPIN,,False,Covert,10.0,294.0,破损,29.4,31.4,-2.0,-0.06369426751592357
MAC-10 | Allure,Fracture Case,Restricted,6.39,MW,BUFF,,False,Classified,10.0,43.66,战痕,4.366,6.39,-2.024,-0.3167449139280125
AWP | Atheris,Prisma Case,Restricted,22.5,WW,YOUPIN,,False,Classified,10.0,204.7,战痕,20.47,22.5,-2.030000000000001,-0.09022222222222227
USP-S | Flashback,Danger Zone Case,Restricted,5.77,MW,BUFF,,False,Classified,10.0,37.35666666666666,久经,3.735666666666666,5.77,-2.0343333333333335,-0.3525707683419989
MP9 | Capillary,Horizon Case,Mil-Spec,2.83,MW,BUFF,,False,Restricted,10.0,7.87,战痕,0.787,2.83,-2.043,-0.7219081272084806
FAMAS | Neural Net,Falchion Case,Restricted,5.99,BS,BUFF,,False,Classified,10.0,38.833333333333336,战痕,3.8833333333333337,5.99,-2.1066666666666665,-0.35169727323316635
M4A1-S | Decimator,Spectrum Case,Classified,91.67,FT,HALOSKINS,,False,Covert,10.0,895.5,战痕,89.55,91.67,-2.1200000000000045,-0.023126431766117644
Glock-18 | Wraiths,Shadow Case,Mil-Spec,4.28,MW,BUFF,,False,Restricted,10.0,21.0075,久经,2.10075,4.28,-2.17925,-0.5091705607476635
Desert Eagle | Bronze Deco,Chroma 2 Case,Mil-Spec,4.21,FN,YOUPIN,,False,Restricted,10.0,20.065,久经,2.0065,4.21,-2.2035,-0.523396674584323
R8 Revolver | Survivalist,Horizon Case,Mil-Spec,2.7,WW,STEAM,,False,Restricted,10.0,4.725,战痕,0.4725,2.7,-2.2275,-0.825
MAC-10 | Lapis Gator,Operation Wildfire Case,Mil-Spec,4.92,FT,YOUPIN,,False,Restricted,10.0,26.9,战痕,2.69,4.92,-2.23,-0.4532520325203252
P90 | Virus,ESports 2014 Summer Case,Restricted,26.41,MW,BUFF,,False,Classified,10.0,241.55,久经,24.155,26.41,-2.254999999999999,-0.0853843241196516
Negev | Bratatat,ESports 2014 Summer Case,Mil-Spec,14.0,MW,C5,,False,Restricted,10.0,116.91,破损,11.690999999999999,14.0,-2.309000000000001,-0.1649285714285715
SCAR-20 | Outbreak,Revolver Case,Mil-Spec,4.74,FN,BUFF,,False,Restricted,10.0,24.19333333333333,战痕,2.4193333333333333,4.74,-2.320666666666667,-0.48959212376933897
P2000 | Handgun,Falchion Case,Restricted,10.0,MW,BUFF,,False,Classified,10.0,75.92666666666666,破损,7.592666666666666,10.0,-2.4073333333333338,-0.24073333333333338
AUG | Amber Slipstream,Horizon Case,Mil-Spec,2.9,WW,YOUPIN,,False,Restricted,10.0,4.345000000000001,战痕,0.43450000000000005,2.9,-2.4655,-0.8501724137931035
P2000 | Imperial,Revolver Case,Mil-Spec,3.2,MW,BUFF,,False,Restricted,10.0,7.273333333333333,略磨,0.7273333333333334,3.2,-2.472666666666667,-0.7727083333333334
UMP-45 | Riot,Falchion Case,Mil-Spec,3.38,WW,BUFF,,False,Restricted,10.0,8.982000000000001,战痕,0.8982000000000001,3.38,-2.4818,-0.7342603550295858
AUG | Aristocrat,Gamma Case,Restricted,13.7,MW,BUFF,,False,Classified,10.0,112.16666666666667,战痕,11.216666666666667,13.7,-2.4833333333333325,-0.181265206812652
UMP-45 | Delusion,Operation Vanguard Weapon Case,Mil-Spec,6.22,MW,C5,,False,Restricted,10.0,37.3625,久经,3.7362499999999996,6.22,-2.48375,-0.39931672025723475
SSG 08 | Necropos,Operation Wildfire Case,Mil-Spec,5.2,FT,BUFF,,False,Restricted,10.0,27.0,战痕,2.7,5.2,-2.5,-0.4807692307692307
MP7 | Urban Hazard,Operation Breakout Weapon Case,Mil-Spec,4.81,FN,BUFF,,False,Restricted,10.0,23.0,久经,2.3,4.81,-2.51,-0.5218295218295218
MAC-10 | Lapis Gator,Operation Wildfire Case,Mil-Spec,4.99,WW,BUFF,,False,Restricted,10.0,24.0,战痕,2.4,4.99,-2.5900000000000003,-0.5190380761523047
UMP-45 | Labyrinth,Operation Breakout Weapon Case,Mil-Spec,4.9,FN,BUFF,,False,Restricted,10.0,23.0,久经,2.3,4.9,-2.6000000000000005,-0.5306122448979592
MP9 | Capillary,Horizon Case,Mil-Spec,5.98,FN,C5,,False,Restricted,10.0,33.775,战痕,3.3775,5.98,-2.6025000000000005,-0.43520066889632114
Galil AR | Signal,Danger Zone Case,Restricted,6.4,MW,BUFF,,False,Classified,10.0,37.35666666666666,久经,3.735666666666666,6.4,-2.6643333333333343,-0.41630208333333346
CZ75-Auto | Polymer,Glove Case,Mil-Spec,8.45,FN,YOUPIN,,False,Restricted,10.0,57.63333333333333,战痕,5.763333333333334,8.45,-2.6866666666666656,-0.3179487179487179
USP-S | Lead Conduit,Operation Wildfire Case,Mil-Spec,5.42,WW,C5,,False,Restricted,10.0,27.0,战痕,2.7,5.42,-2.7199999999999998,-0.5018450184501845
USP-S | Lead Conduit,Operation Wildfire Case,Mil-Spec,5.17,BS,C5,,False,Restricted,10.0,24.0,战痕,2.4,5.17,-2.77,-0.5357833655705996
P250 | Nevermore,Danger Zone Case,Restricted,5.98,FT,YOUPIN,,False,Classified,10.0,31.80666666666667,久经,3.1806666666666668,5.98,-2.7993333333333337,-0.46811594202898554
FAMAS | Survivor Z,Shadow Case,Mil-Spec,4.0,MW,BUFF,,False,Restricted,10.0,11.9925,战痕,1.19925,4.0,-2.80075,-0.7001875
P2000 | Imperial,Revolver Case,Mil-Spec,3.55,FT,YOUPIN,,False,Restricted,10.0,7.375,略磨,0.7375,3.55,-2.8125,-0.7922535211267606
PP-Bizon | High Roller,Spectrum 2 Case,Classified,59.0,BS,BUFF,,False,Covert,10.0,561.53,战痕,56.153,59.0,-2.8470000000000013,-0.04825423728813562
Dual Berettas | Cartel,Operation Wildfire Case,Mil-Spec,7.36,MW,YOUPIN,,False,Restricted,10.0,44.55,破损,4.455,7.36,-2.9050000000000002,-0.39470108695652173
G3SG1 | Scavenger,Danger Zone Case,Restricted,12.99,FN,BUFF,,False,Classified,10.0,100.43333333333334,战痕,10.043333333333333,12.99,-2.946666666666667,-0.22684115986656406
P250 | Visions,Recoil Case,Classified,24.65,WW,BUFF,,False,Covert,10.0,216.0,战痕,21.6,24.65,-3.049999999999997,-0.12373225152129806
XM1014 | Red Python,ESports 2014 Summer Case,Mil-Spec,7.96,BS,BUFF,,False,Restricted,10.0,48.896,战痕,4.8896,7.96,-3.0704000000000002,-0.3857286432160804
FAMAS | Neural Net,Falchion Case,Restricted,6.87,FT,YOUPIN,,False,Classified,10.0,37.27,战痕,3.7270000000000003,6.87,-3.143,-0.4574963609898107
Sawed-Off | Highwayman,Operation Vanguard Weapon Case,Restricted,8.94,FT,BUFF,,False,Classified,10.0,57.65,破损,5.765,8.94,-3.175,-0.35514541387024606
MP5-SD | Phosphor,Danger Zone Case,Classified,29.4,WW,BUFF,,False,Covert,10.0,262.0,久经,26.2,29.4,-3.1999999999999993,-0.10884353741496597
P90 | Chopper,Gamma Case,Restricted,12.0,WW,YOUPIN,,False,Classified,10.0,87.93333333333334,战痕,8.793333333333333,12.0,-3.206666666666667,-0.26722222222222225
MP5-SD | Gauss,Prisma Case,Restricted,24.8,FN,BUFF,,False,Classified,10.0,215.92000000000002,破损,21.592000000000002,24.8,-3.2079999999999984,-0.12935483870967734
MAG-7 | Sonar,Glove Case,Mil-Spec,8.98,FN,YOUPIN,,False,Restricted,10.0,57.63333333333333,久经,5.763333333333334,8.98,-3.216666666666667,-0.35820341499628805
MP9 | Sand Scale,Glove Case,Mil-Spec,8.98,FN,YOUPIN,,False,Restricted,10.0,57.63333333333333,破损,5.763333333333334,8.98,-3.216666666666667,-0.35820341499628805
SSG 08 | Abyss,Operation Breakout Weapon Case,Mil-Spec,5.53,MW,C5,,False,Restricted,10.0,23.0,破损,2.3,5.53,-3.2300000000000004,-0.5840867992766727
Desert Eagle | Bronze Deco,Chroma 2 Case,Mil-Spec,4.29,BS,BUFF,,False,Restricted,10.0,9.85375,久经,0.985375,4.29,-3.304625,-0.7703088578088578
Dual Berettas | Panther,CSGO Weapon Case 3,Mil-Spec,7.4,BS,YOUPIN,,False,Restricted,10.0,40.94,战痕,4.093999999999999,7.4,-3.306000000000001,-0.44675675675675686
USP-S | Flashback,Danger Zone Case,Restricted,6.39,BS,BUFF,,False,Classified,10.0,30.796666666666667,久经,3.0796666666666668,6.39,-3.310333333333333,-0.5180490349504434
Tec-9 | Cut Out,Operation Hydra Case,Mil-Spec,41.0,MW,YOUPIN,,False,Restricted,10.0,376.5,战痕,37.65,41.0,-3.3500000000000014,-0.08170731707317076
UMP-45 | Momentum,Danger Zone Case,Classified,28.99,BS,BUFF,,False,Covert,10.0,256.25,久经,25.625,28.99,-3.3649999999999984,-0.11607450845119002
P250 | Visions,Recoil Case,Classified,73.77,FN,BUFF,,False,Covert,10.0,704.0,战痕,70.4,73.77,-3.3699999999999903,-0.045682526772400575
R8 Revolver | Llama Cannon,Spectrum 2 Case,Classified,62.9,WW,C5,,False,Covert,10.0,594.75,战痕,59.475,62.9,-3.424999999999997,-0.05445151033386323
SSG 08 | Necropos,Operation Wildfire Case,Mil-Spec,7.91,MW,BUFF,,False,Restricted,10.0,44.55,战痕,4.455,7.91,-3.455,-0.4367888748419722
Tec-9 | Fuel Injector,Gamma 2 Case,Classified,71.58,BS,BUFF,,False,Covert,10.0,681.09,战痕,68.10900000000001,71.58,-3.4709999999999894,-0.048491198658843104
CZ75-Auto | Crimson Web,CSGO Weapon Case 3,Mil-Spec,7.77,BS,C5,,False,Restricted,10.0,40.94,战痕,4.093999999999999,7.77,-3.676,-0.47310167310167317
USP-S | Flashback,Danger Zone Case,Restricted,13.79,FN,BUFF,,False,Classified,10.0,100.43333333333334,久经,10.043333333333333,13.79,-3.746666666666666,-0.27169446458786556
Sawed-Off | Yorick,Revolver Case,Mil-Spec,9.2,FN,BUFF,,False,Restricted,10.0,53.919999999999995,战痕,5.3919999999999995,9.2,-3.808,-0.41391304347826086
Nova | Ghost Camo,ESports 2013 Winter Case,Mil-Spec,16.5,FN,YOUPIN,,False,Restricted,10.0,125.42,久经,12.542,16.5,-3.958,-0.23987878787878789
Desert Eagle | Trigger Discipline,Snakebite Case,Restricted,29.66,FN,BUFF,,False,Classified,10.0,256.935,战痕,25.6935,29.66,-3.9665,-0.13373229939312203
R8 Revolver | Reboot,Gamma Case,Restricted,53.0,FN,BUFF,,False,Classified,10.0,489.9666666666667,战痕,48.99666666666667,53.0,-4.00333333333333,-0.0755345911949685
P250 | Nevermore,Danger Zone Case,Restricted,7.31,MW,BUFF,,False,Classified,10.0,33.02333333333333,久经,3.3023333333333333,7.31,-4.007666666666666,-0.5482444140446876
P2000 | Red FragCam,CSGO Weapon Case 3,Mil-Spec,7.77,FT,YOUPIN,,False,Restricted,10.0,36.99,久经,3.6990000000000003,7.77,-4.071,-0.523938223938224
UMP-45 | Metal Flowers,Operation Hydra Case,Mil-Spec,44.99,FN,BUFF,,False,Restricted,10.0,408.98,久经,40.898,44.99,-4.091999999999999,-0.09095354523227381
MP9 | Dart,Operation Vanguard Weapon Case,Mil-Spec,6.5,MW,YOUPIN,,False,Restricted,10.0,23.825000000000003,久经,2.3825000000000003,6.5,-4.1175,-0.6334615384615384
CZ75-Auto | Crimson Web,CSGO Weapon Case 3,Mil-Spec,8.5,FT,YOUPIN,,False,Restricted,10.0,43.754999999999995,战痕,4.3755,8.5,-4.1245,-0.4852352941176471
SCAR-20 | Green Marine,Shadow Case,Mil-Spec,5.25,WW,STEAM,,False,Restricted,10.0,11.041250000000002,久经,1.1041250000000002,5.25,-4.145875,-0.7896904761904763
USP-S | Torque,Falchion Case,Mil-Spec,5.07,FT,YOUPIN,,False,Restricted,10.0,8.982000000000001,久经,0.8982000000000001,5.07,-4.1718,-0.8228402366863905
MP5-SD | Phosphor,Danger Zone Case,Classified,29.9,BS,YOUPIN,,False,Covert,10.0,256.25,久经,25.625,29.9,-4.274999999999999,-0.1429765886287625
PP-Bizon | High Roller,Spectrum 2 Case,Classified,61.5,WW,BUFF,,False,Covert,10.0,572.185,战痕,57.21849999999999,61.5,-4.281500000000008,-0.06961788617886193
MAG-7 | Firestarter,Operation Vanguard Weapon Case,Mil-Spec,6.89,BS,BUFF,,False,Restricted,10.0,24.495,破损,2.4495,6.89,-4.4405,-0.6444847605224964
USP-S | Lead Conduit,Operation Wildfire Case,Mil-Spec,7.18,FT,HALOSKINS,,False,Restricted,10.0,27.0,战痕,2.7,7.18,-4.4799999999999995,-0.6239554317548747
USP-S | Printstream,Recoil Case,Covert,400.0,MW,YOUPIN,,False,Gold,5.0,1977.56125,战痕,395.51225,400.0,-4.4877500000000055,-0.011219375000000014
Galil AR | Signal,Danger Zone Case,Restricted,14.54,FN,C5,,False,Classified,10.0,100.43333333333334,久经,10.043333333333333,14.54,-4.496666666666666,-0.30926180651077484
PP-Bizon | Water Sigil,ESports 2013 Winter Case,Mil-Spec,12.88,FT,C5,,False,Restricted,10.0,83.76,久经,8.376000000000001,12.88,-4.504,-0.3496894409937888
USP-S | Torque,Falchion Case,Mil-Spec,5.5,WW,BUFF,,False,Restricted,10.0,9.658000000000001,久经,0.9658000000000001,5.5,-4.5342,-0.8244
MAC-10 | Lapis Gator,Operation Wildfire Case,Mil-Spec,7.29,MW,BUFF,,False,Restricted,10.0,27.0,战痕,2.7,7.29,-4.59,-0.6296296296296297
MP9 | Ruby Poison Dart,Falchion Case,Restricted,8.49,FT,BUFF,,False,Classified,10.0,38.833333333333336,久经,3.8833333333333337,8.49,-4.6066666666666665,-0.5425991362387121
Glock-18 | Wraiths,Shadow Case,Mil-Spec,5.75,WW,STEAM,,False,Restricted,10.0,11.041250000000002,久经,1.1041250000000002,5.75,-4.645875,-0.8079782608695653
Dual Berettas | Marina,Winter Offensive Weapon Case,Restricted,41.74,MW,C5,,False,Classified,10.0,370.79333333333335,久经,37.07933333333334,41.74,-4.660666666666664,-0.11165947931640306
AWP | Phobos,Gamma Case,Restricted,15.07,MW,YOUPIN,,False,Classified,10.0,103.83333333333333,久经,10.383333333333333,15.07,-4.686666666666667,-0.3109931431099315
UMP-45 | Momentum,Danger Zone Case,Classified,29.7,WW,BUFF,,False,Covert,10.0,249.94,久经,24.994,29.7,-4.7059999999999995,-0.15845117845117843
MP7 | Mischief,Prisma Case,Mil-Spec,8.99,MW,BUFF,,False,Restricted,10.0,42.466,战痕,4.2466,8.99,-4.7434,-0.5276307007786429
Negev | Bratatat,ESports 2014 Summer Case,Mil-Spec,9.37,WW,C5,,False,Restricted,10.0,45.87800000000001,破损,4.5878000000000005,9.37,-4.782199999999999,-0.5103735325506936
Sawed-Off | Highwayman,Operation Vanguard Weapon Case,Restricted,12.79,MW,BUFF,,False,Classified,10.0,79.75,破损,7.975,12.79,-4.8149999999999995,-0.3764659890539484
P2000 | Red FragCam,CSGO Weapon Case 3,Mil-Spec,9.0,BS,YOUPIN,,False,Restricted,10.0,40.94,久经,4.093999999999999,9.0,-4.906000000000001,-0.5451111111111112
MP5-SD | Phosphor,Danger Zone Case,Classified,29.0,FT,YOUPIN,,False,Covert,10.0,240.5,久经,24.05,29.0,-4.949999999999999,-0.17068965517241377
Tec-9 | Avalanche,Revolver Case,Restricted,14.3,FT,C5,,False,Classified,10.0,92.89,战痕,9.289,14.3,-5.011000000000001,-0.3504195804195805
FAMAS | Neural Net,Falchion Case,Restricted,9.0,WW,YOUPIN,,False,Classified,10.0,38.833333333333336,战痕,3.8833333333333337,9.0,-5.116666666666666,-0.5685185185185184
P250 | Steel Disruption,ESports 2013 Winter Case,Mil-Spec,16.48,FT,STEAM,,False,Restricted,10.0,113.005,久经,11.3005,16.48,-5.179500000000001,-0.31429004854368936
CZ75-Auto | Crimson Web,CSGO Weapon Case 3,Mil-Spec,8.91,WW,BUFF,,False,Restricted,10.0,36.99,战痕,3.6990000000000003,8.91,-5.211,-0.5848484848484848
MAG-7 | Firestarter,Operation Vanguard Weapon Case,Mil-Spec,9.06,MW,C5,,False,Restricted,10.0,38.324999999999996,破损,3.8324999999999996,9.06,-5.227500000000001,-0.5769867549668874
Negev | Bratatat,ESports 2014 Summer Case,Mil-Spec,10.71,FT,C5,,False,Restricted,10.0,54.288,破损,5.4288,10.71,-5.281200000000001,-0.49310924369747905
UMP-45 | Metal Flowers,Operation Hydra Case,Mil-Spec,25.9,FT,YOUPIN,,False,Restricted,10.0,205.086,久经,20.5086,25.9,-5.391399999999997,-0.20816216216216207
AK-47 | Ice Coaled,Recoil Case,Classified,25.99,BS,BUFF,,False,Covert,10.0,205.89,战痕,20.589,25.99,-5.401,-0.20781069642170066
XM1014 | Red Python,ESports 2014 Summer Case,Mil-Spec,17.11,MW,BUFF,,False,Restricted,10.0,116.91,战痕,11.690999999999999,17.11,-5.4190000000000005,-0.31671537112799536
P2000 | Turf,Glove Case,Mil-Spec,14.87,FN,BUFF,,False,Restricted,10.0,94.5,战痕,9.45,14.87,-5.42,-0.3644922663080027
FAMAS | Neural Net,Falchion Case,Restricted,11.69,MW,BUFF,,False,Classified,10.0,62.199999999999996,战痕,6.22,11.69,-5.47,-0.4679213002566296
MP9 | Airlock,Gamma 2 Case,Classified,127.4,MW,BUFF,,False,Covert,10.0,1218.75,战痕,121.875,127.4,-5.525000000000006,-0.04336734693877555
P90 | Traction,Horizon Case,Mil-Spec,8.98,FN,YOUPIN,,False,Restricted,10.0,33.775,战痕,3.3775,8.98,-5.602500000000001,-0.6238864142538976
AUG | Syd Mead,Gamma 2 Case,Classified,127.49,MW,BUFF,,False,Covert,10.0,1218.75,战痕,121.875,127.49,-5.614999999999995,-0.04404267001333434
P250 | Valence,Chroma 2 Case,Mil-Spec,8.4,FN,C5,,False,Restricted,10.0,27.165000000000003,战痕,2.7165000000000004,8.4,-5.6835,-0.6766071428571429
AUG | Syd Mead,Gamma 2 Case,Classified,73.85,BS,YOUPIN,,False,Covert,10.0,681.09,战痕,68.10900000000001,73.85,-5.7409999999999854,-0.07773865944482039
XM1014 | Entombed,Fracture Case,Classified,27.37,MW,BUFF,,False,Covert,10.0,215.0,破损,21.5,27.37,-5.870000000000001,-0.21446839605407383
P250 | Nevermore,Danger Zone Case,Restricted,8.99,WW,YOUPIN,,False,Classified,10.0,30.796666666666667,久经,3.0796666666666668,8.99,-5.910333333333334,-0.6574341861327401
AWP | Phobos,Gamma Case,Restricted,14.83,FT,BUFF,,False,Classified,10.0,87.93333333333334,久经,8.793333333333333,14.83,-6.036666666666667,-0.4070577657900652
Galil AR | Black Sand,Glove Case,Mil-Spec,15.59,FN,C5,,False,Restricted,10.0,94.5,战痕,9.45,15.59,-6.140000000000001,-0.3938422065426556
CZ75-Auto | Hexane,ESports 2014 Summer Case,Mil-Spec,10.98,FT,BUFF,,False,Restricted,10.0,48.028000000000006,久经,4.8028,10.98,-6.1772,-0.5625865209471766
Tec-9 | Snek-9,Horizon Case,Mil-Spec,9.58,FN,BUFF,,False,Restricted,10.0,33.775,战痕,3.3775,9.58,-6.202500000000001,-0.6474425887265136
CZ75-Auto | Yellow Jacket,Falchion Case,Classified,35.7,FT,BUFF,,False,Covert,10.0,294.0,破损,29.4,35.7,-6.300000000000004,-0.1764705882352942
MP9 | Airlock,Gamma 2 Case,Classified,74.5,BS,YOUPIN,,False,Covert,10.0,681.09,战痕,68.10900000000001,74.5,-6.390999999999991,-0.08578523489932874
G3SG1 | Azure Zebra,ESports 2013 Winter Case,Mil-Spec,18.95,FN,BUFF,,False,Restricted,10.0,125.42,久经,12.542,18.95,-6.4079999999999995,-0.3381530343007915
Negev | Bratatat,ESports 2014 Summer Case,Mil-Spec,11.22,BS,STEAM,,False,Restricted,10.0,48.028000000000006,破损,4.8028,11.22,-6.4172,-0.5719429590017825
Glock-18 | Grinder,Operation Vanguard Weapon Case,Restricted,14.48,FT,BUFF,,False,Classified,10.0,79.75,略磨,7.975,14.48,-6.505000000000001,-0.4492403314917128
Five-SeveN | Retrobution,Revolver Case,Restricted,22.93,MW,YOUPIN,,False,Classified,10.0,164.0,战痕,16.4,22.93,-6.530000000000001,-0.28477976450065423
Nova | Ghost Camo,ESports 2013 Winter Case,Mil-Spec,14.92,FT,STEAM,,False,Restricted,10.0,83.76,久经,8.376000000000001,14.92,-6.543999999999999,-0.4386058981233243
USP-S | Torque,Falchion Case,Mil-Spec,8.0,MW,BUFF,,False,Restricted,10.0,12.646,久经,1.2646000000000002,8.0,-6.7354,-0.841925
P2000 | Red FragCam,CSGO Weapon Case 3,Mil-Spec,11.21,MW,YOUPIN,,False,Restricted,10.0,43.754999999999995,久经,4.3755,11.21,-6.834500000000001,-0.6096788581623551
Sawed-Off | Kiss♥Love,Recoil Case,Classified,42.74,MW,YOUPIN,,False,Covert,10.0,358.5,战痕,35.85,42.74,-6.890000000000001,-0.16120729995320543
FAMAS | Neural Net,Falchion Case,Restricted,22.7,FN,BUFF,,False,Classified,10.0,157.50333333333333,战痕,15.750333333333334,22.7,-6.9496666666666655,-0.30615271659324517
G3SG1 | Azure Zebra,ESports 2013 Winter Case,Mil-Spec,15.98,FT,BUFF,,False,Restricted,10.0,90.015,久经,9.0015,15.98,-6.9785,-0.4367021276595745
MAC-10 | Button Masher,Snakebite Case,Restricted,32.68,FN,BUFF,,False,Classified,10.0,256.935,战痕,25.6935,32.68,-6.9864999999999995,-0.21378518971848223
USP-S | Lead Conduit,Operation Wildfire Case,Mil-Spec,11.48,MW,BUFF,,False,Restricted,10.0,44.55,战痕,4.455,11.48,-7.025,-0.6119337979094077
Dual Berettas | Panther,CSGO Weapon Case 3,Mil-Spec,10.8,WW,BUFF,,False,Restricted,10.0,36.99,战痕,3.6990000000000003,10.8,-7.101000000000001,-0.6575000000000001
XM1014 | Red Python,ESports 2014 Summer Case,Mil-Spec,12.0,FT,YOUPIN,,False,Restricted,10.0,47.95,战痕,4.795,12.0,-7.205,-0.6004166666666667
G3SG1 | Murky,Operation Vanguard Weapon Case,Mil-Spec,11.13,FN,BUFF,,False,Restricted,10.0,38.324999999999996,久经,3.8324999999999996,11.13,-7.297500000000001,-0.6556603773584906
Negev | Power Loader,Revolver Case,Restricted,23.74,MW,YOUPIN,,False,Classified,10.0,164.0,破损,16.4,23.74,-7.34,-0.3091828138163437
AK-47 | Elite Build,Chroma 2 Case,Mil-Spec,8.29,BS,YOUPIN,,False,Restricted,10.0,9.1225,战痕,0.91225,8.29,-7.377749999999999,-0.8899577804583836
AWP | Fever Dream,Spectrum Case,Classified,110.0,MW,YOUPIN,,False,Covert,10.0,1024.5,久经,102.45,110.0,-7.549999999999997,-0.0686363636363636
P250 | Nevermore,Danger Zone Case,Restricted,15.76,FN,BUFF,,False,Classified,10.0,81.89666666666666,久经,8.189666666666666,15.76,-7.570333333333334,-0.4803510998307953
Dual Berettas | Panther,CSGO Weapon Case 3,Mil-Spec,11.37,FT,C5,,False,Restricted,10.0,36.99,战痕,3.6990000000000003,11.37,-7.670999999999999,-0.6746701846965699
Nova | Ghost Camo,ESports 2013 Winter Case,Mil-Spec,16.62,MW,STEAM,,False,Restricted,10.0,88.485,久经,8.8485,16.62,-7.771500000000001,-0.4675992779783394
P2000 | Ivory,Operation Breakout Weapon Case,Mil-Spec,10.08,FN,BUFF,,False,Restricted,10.0,23.0,战痕,2.3,10.08,-7.78,-0.7718253968253969
